id,handle,sku,composite_1,composite_2,composite_3,name,description,product_category,variant_option_one_name,variant_option_one_value,variant_option_2_name,variant_option_2_value,variant_option_3_name,variant_option_3_value,tags,supply_price,retail_price,loyalty_1,loyalty_2,account_1,account_2,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_TitanFlooring,inv_1,inv_2,inv_3
,EVGRENG65OAKTAN,ENG-EVGR-0004,,,,"EVGRENG - Engineered 6-1/2"" x 3/4"" Oak (Tan) | 6.5"" x 19.05mm x 48"" (RL) - 1.2mm top - 21.49sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 21.49 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.29,4.29,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG65OAKVIENNA,ENG-EVGR-0013,,,,"EVGRENG - Engineered 6-1/2"" x 3/5"" Oak (Vienna*) | 6.5"" x 15.24mm x 48"" (RL) - 1.2mm top - 25.79sf/b","Promo cost ($/sf): 2.79 | Promo end date: 2026-08-31 | Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 25.79 | Stock status: Clearance | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank. CLEARANCE (marked * on the list). No unambiguous regular-price equivalent on this sheet — Cost/unit set to the clearance price per Sale item pricing rule 3, and Promo cost mirrors it. Promo end date = list end 2026-08-31 (already past at ingest — confirm with Evergreen whether the clearance is still running before importing). Supplier states overall thickness as 3/5"" = 15.24mm.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,2.79,3.79,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG65SAPELEMAHOGANY,ENG-EVGR-0012,,,,"EVGRENG - Engineered 6-1/2"" x 3/5"" Sapele (Mahogany) | 6.5"" x 15.24mm x 48"" (RL) - 2mm top - 25.79sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 25.79 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank. Supplier states overall thickness as 3/5"" = 15.24mm.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.99,4.99,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75BLACKWALNUTNATURAL,ENG-EVGR-0018,,,,"EVGRENG - Engineered 7-1/2"" x 3/5"" Black Walnut (Natural) | 7.5"" x 15.24mm x 75"" (RL) - 2mm top - 23.32sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 23.32 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank. Radiant heat compatible = FALSE per the global Black Walnut rule, not from the supplier sheet. Supplier states overall thickness as 3/5"" = 15.24mm.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,5.59,6.59,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75HICKORYBATTLESHIP,ENG-EVGR-0019,,,,"EVGRENG - Engineered 7-1/2"" x 3/4"" Hickory (Battleship) | 7.5"" x 19.05mm x 75"" (RL) - 1.2mm top - 19.43sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 19.43 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.19,5.19,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75HICKORYBRISTOL,ENG-EVGR-0020,,,,"EVGRENG - Engineered 7-1/2"" x 3/4"" Hickory (Bristol) | 7.5"" x 19.05mm x 75"" (RL) - 1.2mm top - 19.43sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 19.43 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.19,5.19,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75HICKORYNATURAL,ENG-EVGR-0023,,,,"EVGRENG - Engineered 7-1/2"" x 3/4"" Hickory (Natural) | 7.5"" x 19.05mm x 75"" (RL) - 1.2mm top - 19.43sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 19.43 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.49,5.49,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75HICKORYSUMMER,ENG-EVGR-0021,,,,"EVGRENG - Engineered 7-1/2"" x 3/4"" Hickory (Summer) | 7.5"" x 19.05mm x 75"" (RL) - 1.2mm top - 19.43sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 19.43 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.19,5.19,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75HICKORYVENEZUELA,ENG-EVGR-0022,,,,"EVGRENG - Engineered 7-1/2"" x 3/4"" Hickory (Venezuela) | 7.5"" x 19.05mm x 75"" (RL) - 1.2mm top - 19.43sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 19.43 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.19,5.19,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75MAPLENATURAL,ENG-EVGR-0017,,,,"EVGRENG - Engineered 7-1/2"" x 3/5"" Maple (Natural) | 7.5"" x 15.24mm x 75"" (RL) - 1.2mm top - 23.32sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 23.32 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank. Supplier states overall thickness as 3/5"" = 15.24mm.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.59,5.59,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75OAKBREST,ENG-EVGR-0024,,,,"EVGRENG - Engineered 7-1/2"" x 3/4"" Oak (Brest) | 7.5"" x 19.05mm x 75"" (RL) - 3mm top - 19.43sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 19.43 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.49,5.49,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75OAKGREYISH,ENG-EVGR-0025,,,,"EVGRENG - Engineered 7-1/2"" x 3/4"" Oak (Greyish) | 7.5"" x 19.05mm x 75"" (RL) - 3mm top - 19.43sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 19.43 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.49,5.49,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75OAKHONEY,ENG-EVGR-0014,,,,"EVGRENG - Engineered 7-1/2"" x 5/8"" Oak (Honey) | 7.5"" x 15.875mm x 75"" (RL) - 3mm top - 23.32sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 23.32 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.99,4.99,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75OAKLIVERPOOL,ENG-EVGR-0015,,,,"EVGRENG - Engineered 7-1/2"" x 5/8"" Oak (Liverpool) | 7.5"" x 15.875mm x 75"" (RL) - 3mm top - 23.32sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 23.32 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.99,4.99,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75OAKMARSEILLE,ENG-EVGR-0031,,,,"EVGRENG - Engineered 7-1/2"" x 3/4"" Oak (Marseille) | 7.5"" x 19.05mm x 75"" (RL) - 3mm top - 19.43sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 19.43 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,5.29,6.29,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75OAKNATURAL,ENG-EVGR-0033,,,,"EVGRENG - Engineered 7-1/2"" x 3/5"" Oak (Natural) | 7.5"" x 15.24mm x 75"" (RL) - 3mm top - 23.31sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 23.31 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank. Supplier states overall thickness as 3/5"" = 15.24mm.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,5.29,6.29,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75OAKNATURALAB12MM,ENG-EVGR-0027,,,,"EVGRENG - Engineered 7-1/2"" x 3/4"" Oak (Natural +) | 7.5"" x 19.05mm x 75"" (RL) - 1.2mm top - 19.43sf/b - Select & Better","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 19.43 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank. Supplier prints the colour as ""Natural + (AB)"". AB read as the European letter grade → Grade = Select & Better. Two records share this colour at 1.2mm and 2.0mm top layer at different prices; they are distinct products, disambiguated in the LS handle.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.59,5.59,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75OAKNATURALAB20MM,ENG-EVGR-0029,,,,"EVGRENG - Engineered 7-1/2"" x 3/4"" Oak (Natural +) | 7.5"" x 19.05mm x 75"" (RL) - 2mm top - 19.43sf/b - Select & Better","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 19.43 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank. Supplier prints the colour as ""Natural + (AB)"". AB read as the European letter grade → Grade = Select & Better. Two records share this colour at 1.2mm and 2.0mm top layer at different prices; they are distinct products, disambiguated in the LS handle.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,5.59,6.59,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75OAKNORMANCASTLE,ENG-EVGR-0030,,,,"EVGRENG - Engineered 7-1/2"" x 3/4"" Oak (Norman Castle) | 7.5"" x 19.05mm x 75"" (RL) - 3mm top - 19.43sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 19.43 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.79,5.79,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75OAKPLYMOUTH,ENG-EVGR-0016,,,,"EVGRENG - Engineered 7-1/2"" x 5/8"" Oak (Plymouth) | 7.5"" x 15.875mm x 75"" (RL) - 3mm top - 23.32sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 23.32 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.99,4.99,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75OAKSTRASBOURG,ENG-EVGR-0026,,,,"EVGRENG - Engineered 7-1/2"" x 3/4"" Oak (Strasbourg) | 7.5"" x 19.05mm x 75"" (RL) - 3mm top - 19.43sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 19.43 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.49,5.49,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75OAKVALENCE,ENG-EVGR-0032,,,,"EVGRENG - Engineered 7-1/2"" x 3/4"" Oak (Valence) | 7.5"" x 19.05mm x 75"" (RL) - 3mm top - 19.43sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 19.43 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,5.29,6.29,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG75OAKWHITECOFFEE,ENG-EVGR-0028,,,,"EVGRENG - Engineered 7-1/2"" x 3/4"" Oak (White Coffee) | 7.5"" x 19.05mm x 75"" (RL) - 1.2mm top - 19.43sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 19.43 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.59,5.59,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
,EVGRENG95OAKNARURAL,ENG-EVGR-0034,,,,"EVGRENG - Engineered 9-1/2"" x 3/4"" Oak (Narural) | 9.5"" x 19.05mm x 86.6"" (RL) - 4mm top - 28.42sf/b","Last price update: 2026-08-01 | Price last changed by: Manual | Box size (sf): 28.42 | Active: TRUE | Salesperson notes: First Evergreen engineered ingest (Aug 2026 list, effective 2026-08-01 to 2026-08-31). Evergreen publishes no product codes, install profile, locking system, finish type, certifications or warranty on this list — all left blank. Supplier typo: the list prints ""Narural"". Stored as printed pending confirmation — almost certainly Natural.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,7.99,8.99,,,,,Evergreen,Evergreen,,1,1,Default Tax,,,
