SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus
ENG-VIDR-0194,"Vidar 7.5"" AWO — Wheat Berry (Character)",Vidar,Vidar,,,VIDR75AWOWHEATBERRY,7 Collection,Flooring,Engineered hardwood,,American White Oak,Wheat Berry,Character,,7.5,RL,18,,3,,,,T&G,,,,,,,,,,4.79,5.79,,,4.79,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,"NEW — promoted grade/spec has no catalogue record. Per 'Promo product not found in catalogue': Cost/unit = promo cost as a PLACEHOLDER (no regular cost known), Retail = Cost + $1.00 — both need correcting once Vidar confirms the regular cost. Specs copied from ENG-VIDR-0039. September 2026 promo, valid to 2026-09-30.",,,new
ENG-VIDR-0195,"Vidar 7.5"" AWO — Snow White (Character)",Vidar,Vidar,,,VIDR75AWOSNOWWHITE,7 Collection,Flooring,Engineered hardwood,,American White Oak,Snow White,Character,,7.5,RL,18,,3,,,,T&G,,,,,,,,,,4.79,5.79,,,4.79,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,"NEW — promoted grade/spec has no catalogue record. Per 'Promo product not found in catalogue': Cost/unit = promo cost as a PLACEHOLDER (no regular cost known), Retail = Cost + $1.00 — both need correcting once Vidar confirms the regular cost. Specs copied from ENG-VIDR-0038. September 2026 promo, valid to 2026-09-30.",,,new
ENG-VIDR-0040,"Vidar 7.5"" AWO — Pearl (Character)",Vidar,Vidar,,fe1f81d9-f23b-4bae-993a-ef1ec213fa25,VIDR75AWOPEARL,7 Collection,Flooring,Engineered hardwood,,American White Oak,Pearl,Character,,7.5,RL,18,,3,,,,T&G,,,,,,,,,,5.09,,,,4.79,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recvEg0mY5jtqcljq,matched
ENG-VIDR-0052,"Vidar 7.5"" EWO — Banff (Rustic)",Vidar,Vidar,,ee1d0884-dbb9-44bd-bc27-548d848639b6,VIDR75EWOBANFF,7 Collection,Flooring,Engineered hardwood,,European White Oak,Banff,Rustic,,7.5,RL,18,,3,,,,T&G,,,,,,,,,,4.29,,,,3.79,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recQOSo1EbpqLN6VR,matched
ENG-VIDR-0187,"Vidar 7.5"" EWO — Clear (Rustic)",Vidar,Vidar,,aa95d192-145d-4d3f-a000-18e35152d73f,,7 Collection,Flooring,Engineered hardwood,,European White Oak,Clear,Rustic,,7.5,RL,18,,3,,,,T&G,,,,,,,,,,3.49,,,,3.79,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recjE2FfmO9fVInGU,matched
ENG-VIDR-0059,"Vidar 7.5"" EWO — Toffee Crunch (Rustic)",Vidar,Vidar,,de430a70-11ab-44bb-b2d1-cf79c41ce674,VIDR75EWOTOFFEECRUNCH,7 Collection,Flooring,Engineered hardwood,,European White Oak,Toffee Crunch,Rustic,,7.5,RL,18,,3,,,,T&G,,,,,,,,,,4.29,,,,3.79,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recVznty0ZNO6DWDs,matched
ENG-VIDR-0196,"Vidar 7.5"" EWO — Joffre Lake (Rustic)",Vidar,Vidar,,,VIDR75EWOJOFFRELAKE,7 Collection,Flooring,Engineered hardwood,,European White Oak,Joffre Lake,Rustic,,7.5,RL,18,,3,,,,T&G,,,,,,,,,,3.79,4.79,,,3.79,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,"NEW — promoted grade/spec has no catalogue record. Per 'Promo product not found in catalogue': Cost/unit = promo cost as a PLACEHOLDER (no regular cost known), Retail = Cost + $1.00 — both need correcting once Vidar confirms the regular cost. Specs copied from ENG-VIDR-0050. September 2026 promo, valid to 2026-09-30.",,,new
ENG-VIDR-0188,"Vidar 7.5"" EWO — Jasper (Rustic)",Vidar,Vidar,,dfc32506-b41f-4db4-a051-00201f38ec2d,,7 Collection,Flooring,Engineered hardwood,,European White Oak,Jasper,Rustic,,7.5,RL,18,,3,,,,T&G,,,,,,,,,,3.49,,,,3.39,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recbLDBwAOqTt5TA1,matched
ENG-VIDR-0078,"Vidar 9"" AWO — Sandy Grey (Character)",Vidar,Vidar,,a0a7397b-5d7b-4d4e-8bfa-a5dbc5f5154e,VIDR9AWOSANDYGREY,9 Collection,Flooring,Engineered hardwood,,American White Oak,Sandy Grey,Character,,9,RL,18,,3,,,,T&G,,,,,,,,,,4.49,,,,3.59,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recGycg9p6xXrRxnR,matched
ENG-VIDR-0088,"Vidar 9"" AWO — Sunset (Character)",Vidar,Vidar,,30ae8766-33be-4fd2-9e39-094476cbc765,VIDR9AWOSUNSET,9 Collection,Flooring,Engineered hardwood,,American White Oak,Sunset,Character,,9,RL,18,,3,,,,T&G,,,,,,,,,,5.49,,,,4.59,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,rec4fg7DKNuYlmWBO,matched
ENG-VIDR-0197,"Vidar HB 5"" AWO — Silver Stone (Character)",Vidar,Vidar,,,VIDRHB5AWOSILVERSTONE,Herringbone Collection,Flooring,Engineered hardwood,,American White Oak,Silver Stone,Character,,5,RL,18,,2,,,,T&G,,,,,,,,,,2.69,3.69,,,2.69,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,"NEW — promoted grade/spec has no catalogue record. Per 'Promo product not found in catalogue': Cost/unit = promo cost as a PLACEHOLDER (no regular cost known), Retail = Cost + $1.00 — both need correcting once Vidar confirms the regular cost. Specs copied from ENG-VIDR-0105. September 2026 promo, valid to 2026-09-30.",,,new
ENG-VIDR-0198,"Vidar HB 5"" AWO — Silver Stone (Select)",Vidar,Vidar,,,VIDRHB5AWOSILVERSTONE,Herringbone Collection,Flooring,Engineered hardwood,,American White Oak,Silver Stone,Select,,5,RL,18,,3,,,,T&G,,,,,,,,,,3.19,4.19,,,3.19,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,"NEW — promoted grade/spec has no catalogue record. Per 'Promo product not found in catalogue': Cost/unit = promo cost as a PLACEHOLDER (no regular cost known), Retail = Cost + $1.00 — both need correcting once Vidar confirms the regular cost. Specs copied from ENG-VIDR-0105. September 2026 promo, valid to 2026-09-30.",,,new
ENG-VIDR-0105,"Vidar HB 5"" AWO — Silver Stone (Character)",Vidar,Vidar,,ec496885-2578-4a9e-a114-1b3b0a87d6ae,VIDRHB5AWOSILVERSTONE,Herringbone Collection,Flooring,Engineered hardwood,,American White Oak,Silver Stone,Character,,5,RL,18,,3,,,,T&G,,,,,,,,,,4.49,,,,2.89,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recMUnTbFLjTBwqG2,matched
ENG-VIDR-0102,"Vidar HB 5"" AWO — Sky (Character)",Vidar,Vidar,,1fba0cda-f650-447b-aed1-85eab1f1fc68,VIDRHB5AWOSKY,Herringbone Collection,Flooring,Engineered hardwood,,American White Oak,Sky,Character,,5,RL,18,,3,,,,T&G,,,,,,,,,,3.99,,,,2.89,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,reckhiDx5sPXGJ4VJ,matched
ENG-VIDR-0104,"Vidar HB 5"" AWO — Camel (Character)",Vidar,Vidar,,17160852-ce3d-4d61-a5a8-9fe5ed77813f,VIDRHB5AWOCAMEL,Herringbone Collection,Flooring,Engineered hardwood,,American White Oak,Camel,Character,,5,RL,18,,3,,,,T&G,,,,,,,,,,3.99,,,,3.29,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recejqRM7juhQrKid,matched
ENG-VIDR-0103,"Vidar HB 5"" AWO — Black Brown (Character)",Vidar,Vidar,,3135d8ec-3444-43b6-b029-4200bb2d8a31,VIDRHB5AWOBLACKBROWN,Herringbone Collection,Flooring,Engineered hardwood,,American White Oak,Black Brown,Character,,5,RL,18,,3,,,,T&G,,,,,,,,,,3.99,,,,3.29,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,reczhzfXd7eJNNcxm,matched
ENG-VIDR-0112,"Vidar HB 5"" AWO — Naked Oak (Character)",Vidar,Vidar,,aa2f0fdd-c6cc-4d61-8a7f-eef303e8ba33,VIDRHB5AWONAKEDOAK,Herringbone Collection,Flooring,Engineered hardwood,,American White Oak,Naked Oak,Character,,5,RL,18,,3,,,,T&G,,,,,,,,,,4.49,,,,3.69,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,rec2fQ0NpopPsn5Wr,matched
ENG-VIDR-0199,"Vidar HB 5"" AWO — Naked Oak (Select & Better)",Vidar,Vidar,,,VIDRHB5AWONAKEDOAK,Herringbone Collection,Flooring,Engineered hardwood,,American White Oak,Naked Oak,Select & Better,,5,RL,18,,2,,,,T&G,,,,,,,,,,4.79,5.79,,,4.79,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,"NEW — promoted grade/spec has no catalogue record. Per 'Promo product not found in catalogue': Cost/unit = promo cost as a PLACEHOLDER (no regular cost known), Retail = Cost + $1.00 — both need correcting once Vidar confirms the regular cost. Specs copied from ENG-VIDR-0112. September 2026 promo, valid to 2026-09-30.",,,new
ENG-VIDR-0200,"Vidar HB 5"" AWO — Naked Oak (Select)",Vidar,Vidar,,,VIDRHB5AWONAKEDOAK,Herringbone Collection,Flooring,Engineered hardwood,,American White Oak,Naked Oak,Select,,5,RL,18,,2,,,,T&G,,,,,,,,,,3.89,4.89,,,3.89,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,"NEW — promoted grade/spec has no catalogue record. Per 'Promo product not found in catalogue': Cost/unit = promo cost as a PLACEHOLDER (no regular cost known), Retail = Cost + $1.00 — both need correcting once Vidar confirms the regular cost. Specs copied from ENG-VIDR-0112. September 2026 promo, valid to 2026-09-30.",,,new
ENG-VIDR-0110,"Vidar HB 5"" AWO — Honey Wheat (Select & Better)",Vidar,Vidar,,c34b1909-fc20-49d7-9342-224811de4009,VIDRHB5AWOHONEYWHEAT,Herringbone Collection,Flooring,Engineered hardwood,,American White Oak,Honey Wheat,Select & Better,,5,RL,18,,3,,,,T&G,,,,,,,,,,5.99,,,,4.99,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recxZF8rY355wChoE,matched
ENG-VIDR-0201,"Vidar HB 5"" AWO — Honey Wheat (Select)",Vidar,Vidar,,,VIDRHB5AWOHONEYWHEAT,Click Collection,Flooring,Engineered hardwood,,American White Oak,Honey Wheat,Select,,5,RL,12.7,,3,,,,T&G,,,,,,,,,,4.09,5.09,,,4.09,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,"NEW — promoted grade/spec has no catalogue record. Per 'Promo product not found in catalogue': Cost/unit = promo cost as a PLACEHOLDER (no regular cost known), Retail = Cost + $1.00 — both need correcting once Vidar confirms the regular cost. Specs copied from ENG-VIDR-0174. September 2026 promo, valid to 2026-09-30.",,,new
ENG-VIDR-0106,"Vidar HB 5"" AWO — Pearl (Character)",Vidar,Vidar,,12caf379-4451-44ef-b01b-858d3463f92c,VIDRHB5AWOPEARL,Herringbone Collection,Flooring,Engineered hardwood,,American White Oak,Pearl,Character,,5,RL,18,,3,,,,T&G,,,,,,,,,,4.49,,,,3.69,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recQUl3WzHhJunQa5,matched
ENG-VIDR-0202,"Vidar HB 5"" EWO — Yukon (Character)",Vidar,Vidar,,,VIDRHB5EWOYUKON,Herringbone Collection,Flooring,Engineered hardwood,,European White Oak,Yukon,Character,,5,RL,18,,3,,,,T&G,,,,,,,,,,3.69,4.69,,,3.69,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,"NEW — promoted grade/spec has no catalogue record. Per 'Promo product not found in catalogue': Cost/unit = promo cost as a PLACEHOLDER (no regular cost known), Retail = Cost + $1.00 — both need correcting once Vidar confirms the regular cost. Specs copied from ENG-VIDR-0119. September 2026 promo, valid to 2026-09-30.",,,new
ENG-VIDR-0121,"Vidar HB 5"" EWO — Toffee Crunch (Character)",Vidar,Vidar,,397ef67e-f8bd-4692-8ee9-c763d3a5835a,VIDRHB5EWOTOFFEECRUNCH,Herringbone Collection,Flooring,Engineered hardwood,,European White Oak,Toffee Crunch,Character,,5,RL,18,,3,,,,T&G,,,,,,,,,,4.49,,,,3.69,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recdKm9Xd77Xa48sH,matched
ENG-VIDR-0165,"Vidar 5"" AWO — Smoke Grey (Character)",Vidar,Vidar,,5b1c94ba-5a70-459c-8de5-bbeb6eb10ff3,VIDR5AWOSMOKEGREY,Click Collection,Flooring,Engineered hardwood,,American White Oak,Smoke Grey,Character,,5,RL,12.7,,,,,,Click,,,,,,,,,,3.59,,,,2.69,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recAYcBS46XxPUyAk,matched
ENG-VIDR-0164,"Vidar 5"" AWO — Sky (Character)",Vidar,Vidar,,52df5fba-7756-486e-8d80-825cb1339534,VIDR5AWOSKY,Click Collection,Flooring,Engineered hardwood,,American White Oak,Sky,Character,,5,RL,12.7,,,,,,Click,,,,,,,,,,3.59,,,,2.69,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recZuxJlpUDTFFcQt,matched
ENG-VIDR-0167,"Vidar 5"" AWO — Coffee (Character)",Vidar,Vidar,,bb502689-243a-4083-b067-49bc2cd7b0e9,VIDR5AWOCOFFEE,Click Collection,Flooring,Engineered hardwood,,American White Oak,Coffee,Character,,5,RL,12.7,,,,,,Click,,,,,,,,,,3.89,,,,2.99,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recU4Qz1sWCQedZ0K,matched
ENG-VIDR-0166,"Vidar 5"" AWO — Camel (Character)",Vidar,Vidar,,059034bb-3b89-4f81-a1fe-c83aa28e4d8d,VIDR5AWOCAMEL,Click Collection,Flooring,Engineered hardwood,,American White Oak,Camel,Character,,5,RL,12.7,,,,,,Click,,,,,,,,,,3.89,,,,2.99,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recrmjDZsCtD7rTeR,matched
ENG-VIDR-0171,"Vidar 5"" AWO — Macaroon (Character)",Vidar,Vidar,,9d802be9-02c6-423f-b836-7b94387dbd11,VIDR5AWOMACAROON,Click Collection,Flooring,Engineered hardwood,,American White Oak,Macaroon,Character,,5,RL,12.7,,,,,,Click,,,,,,,,,,3.89,,,,3.69,2026-09-30,,2026-09-03,Cowork,,,,,,,,,,,,,,September 2026 promo (valid to 2026-09-30; COD Vidar Mississauga warehouse; not combinable with other discounts). Cost/unit unchanged — promo cost only.,,recxWV2EKarS6XsgK,matched
