supplier,sku,product_name,stage,reason,disposition,detail,action_id,source_row,col_printed,value_used,Action
FLOORS AT WORK,LVT-FAWK-0004,"NAF 7mm Aqua Tile 12"" x 24"" — Gold",sync,category_unresolved,wrote_flagged,"Airtable category 'LVT' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",cat-a4a372dbedf5,13,,,
FLOORS AT WORK,LVT-FAWK-0015,"NAF 5mm Aqua Commercial Dry Back Tile 18"" x 36"" — Magnetite",sync,category_unresolved,wrote_flagged,"Airtable category 'LVT' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",cat-74b07b1ef76e,14,,,
FLOORS AT WORK,LVT-FAWK-0016,"NAF 5mm Aqua Commercial Dry Back Tile 18"" x 36"" — Moonstone",sync,category_unresolved,wrote_flagged,"Airtable category 'LVT' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",cat-398f469bc03e,15,,,
FLOORS AT WORK,LVP-FAWK-0070,"NAF 5mm Aqualuuuz Loose Lay Vinyl 7.25"" — Prague",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",cat-6a4d2f247d6a,16,,,
FLOORS AT WORK,LVP-FAWK-0003,"NAF 6.5mm SPC Vinyl 7.1"" — Westminster",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",cat-50c409c5ba6e,17,,,
FLOORS AT WORK,LVP-FAWK-0027,"NAF 7mm Aquaplus Gold Vinyl 7.1"" — Yorkville",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",cat-1ea2314943dc,18,,,
FLOORS AT WORK,LVP-FAWK-0024,"NAF 7mm Classic Collection Vinyl 7.1"" — Punta Cana",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",cat-e873762c1d05,19,,,
FLOORS AT WORK,LVP-FAWK-0013,"NAF 7mm Aquaplus Select Vinyl 7.2"" — Grand Bend",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",cat-b508e6343274,20,,,
FLOORS AT WORK,LVP-FAWK-0034,"NAF 7mm Aquaplus Gold Vinyl 7.1"" — Russell Hill",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",cat-ee30e7d1f6e1,21,,,
FLOORS AT WORK,LVP-FAWK-0038,"NAF 7mm Aquaplus Gold with Cork Vinyl 7.1"" — Shangri-La",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",cat-10d93ccac623,22,,,
FLOORS AT WORK,LVP-FAWK-0060,"NAF 9mm Aquaplus Platinum Vinyl 7.1"" — Soho",sync,category_unresolved,wrote_flagged,"Airtable category 'LVP' does not map to a Lightspeed leaf on its own — LVP/LVT are formats, and Lightspeed classifies vinyl by core and install (SPC / WPC / GLUE DOWN / LOOSE LAY). Needs Material type and Install method. Not blocking: no write path sets a category yet.",cat-22fca56cf392,23,,,
