id,handle,sku,name,description,variant_option_one_name,variant_option_one_value,tags,supply_price,retail_price,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Mississauga Outlet
3ed8c4a1-778a-408e-a3d3-c1ae51095b2b,ENG65OAKFLORENCE168,ENG-FAWK-0031,,,,,,3.29,4.29,NAF,Floors At Work,,1,1,Default Tax
b206e4f4-d1ea-4c58-a5e6-8c76274cf694,ENG65OAKNAPLES168,ENG-FAWK-0032,,,,,,3.29,4.29,NAF,Floors At Work,,1,1,Default Tax
f835ef3b-b685-4918-adcc-86ea80a0e607,ENG65OAKROME168,ENG-FAWK-0033,,,,,,3.29,4.29,NAF,Floors At Work,,1,1,Default Tax
43b19a8b-2db9-4831-8554-9e37210f7bfe,ENG65OAKSUNLIGHT168,ENG-FAWK-0034,,,,,,3.29,4.29,NAF,Floors At Work,,1,1,Default Tax
4b1143e8-c99e-4996-8eb0-5656702f16a2,ENG65OAKGUYANAREGAL,ENG-FAWK-0035,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
84f1655d-e059-4fa1-aca5-77fe1a9b3fe1,ENG65OAKTRINIDADREGAL,ENG-FAWK-0036,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
4561d200-a264-43e8-a56a-0b6ab73145be,ENG65OAKPUERTORICOREGAL,ENG-FAWK-0037,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
f8c3f291-d53d-4bca-8cf6-a0835b6cf484,ENG65OAKSURINAMEREGAL,ENG-FAWK-0038,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
74dcdfb0-b3db-42f4-a045-99a1cd064efc,ENG75OAKJAMAICAREGAL,ENG-FAWK-0039,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
bcd5e93c-a5f4-4d36-917f-73c69a5b4e71,ENG75OAKARUBAREGAL,ENG-FAWK-0040,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
0bdaa53f-078a-4cfb-8cd0-ed157fcf791d,ENG75OAKSTMAARTENREGAL,ENG-FAWK-0041,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
963cc087-a9e8-4cce-8682-f9f614e6401f,ENG75OAKBERMUDAREGAL,ENG-FAWK-0042,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
67d0277d-2bf4-43ba-9be3-a91e478a495f,ENG75OAKHAITIREGAL,ENG-FAWK-0043,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
39665145-285c-423a-ac9c-e1f272491011,ENG75OAKCUBAREGAL,ENG-FAWK-0045,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
82eee7a5-3756-4c43-a1d0-e55fee905a80,ENG75OAKDOMINICAREGAL,ENG-FAWK-0046,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
0eff8950-8fd0-42af-b0ac-02c8c3a6547d,ENG75OAKSTKITTSREGAL,ENG-FAWK-0047,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
cc02c566-8965-44df-bb35-e9da94f3492b,ENG75OAKBAHAMASREGAL,ENG-FAWK-0048,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
1b15d0c8-577f-4ab9-8c2d-047cb7ceda3c,ENG75OAKTORINOREGAL,ENG-FAWK-0049,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
9bdac384-301c-499d-9cb4-27d08f23c573,ENG75OAKVENICEREGAL,ENG-FAWK-0050,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
0cf786be-086e-4d14-8b8e-5861b6fcc97e,ENG75OAKLISBONREGAL,ENG-FAWK-0051,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
dbd25b9b-adea-4024-82f2-fa9bcb8cfbc5,ENG75OAKMONETDES,ENG-FAWK-0052,,,,,,4.49,5.49,NAF,Floors At Work,,1,1,Default Tax
3bf1b792-5c1f-46c9-a58a-f925f6b5eafc,ENG75OAKPICASSODES,ENG-FAWK-0055,,,,,,4.49,5.49,NAF,Floors At Work,,1,1,Default Tax
c7967980-5f0b-4899-a593-9770f1f3e8a0,ENG75OAKDAVINCIDES,ENG-FAWK-0054,,,,,PROMO,3.59,5.49,NAF,Floors At Work,,1,1,Default Tax
a1430f86-777f-472e-b5a4-3b9af03f44c1,ENG75OAKFLORIDAELEG,ENG-FAWK-0066,,,,,,3.09,4.09,NAF,Floors At Work,,1,1,Default Tax
dacaa21c-3831-4375-aaa1-f25ae998de6a,ENG75OAKGEORGIAELEG,ENG-FAWK-0067,,,,,,3.09,4.09,NAF,Floors At Work,,1,1,Default Tax
312c35d2-5426-4e6b-bd12-37ace4b7e716,ENG75OAKMONTANAELEG,ENG-FAWK-0068,,,,,,3.09,4.09,NAF,Floors At Work,,1,1,Default Tax
2fb218c5-2ad8-44cb-8ad3-a6081cc5e4b4,ENG75OAKNEVADAELEG,ENG-FAWK-0069,,,,,,3.09,4.09,NAF,Floors At Work,,1,1,Default Tax
814fca4c-f593-43cb-9e91-3df05a863009,ENG75OAKOHIOELEG,ENG-FAWK-0070,,,,,,3.09,4.09,NAF,Floors At Work,,1,1,Default Tax
82737f81-6eee-4be8-b27e-29f364af5d1a,ENG75OAKARIZONAELEG,ENG-FAWK-0071,,,,,,3.09,4.09,NAF,Floors At Work,,1,1,Default Tax
d6db4370-f6f5-421a-9fe1-4b1a8daff0f5,ENG75OAKALASKAELEG,ENG-FAWK-0072,,,,,,3.09,4.09,NAF,Floors At Work,,1,1,Default Tax
c51a4aa5-298c-4e1a-8b9e-9171564a8830,ENG75OAKCOLORADOELEG,ENG-FAWK-0073,,,,,,3.09,4.09,NAF,Floors At Work,,1,1,Default Tax
d79fbd7e-97f5-4f70-821d-89f57c8f8413,ENG75OAKKANSASELEG,ENG-FAWK-0074,,,,,,3.09,4.09,NAF,Floors At Work,,1,1,Default Tax
8b8258f7-9aac-4124-8f14-9f1f1b6a750d,ENG5OAKAUTUMNCLICK,ENG-FAWK-0020,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
9ca25641-0c5e-41ca-baf1-aacd7b4c8d60,ENG5OAKCEDARCLICK,ENG-FAWK-0021,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
3999f742-2cd2-44d1-a49f-22aeecf4d8f8,ENG5OAKGOLDENCLICK,ENG-FAWK-0022,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
fb044553-48a9-4339-a5cc-ec293100cc95,ENG5OAKWHISKYCLICK,ENG-FAWK-0023,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
e6430ed7-3d37-49f1-a851-ea2682c3c1fb,ENG5OAKSIENNACLICK,ENG-FAWK-0024,,,,,,3.39,4.39,NAF,Floors At Work,,1,1,Default Tax
0a6f6e36-8b89-11eb-f3d6-7e8b33cf8e20,ENG65MAPNATURAL,ENG-FAWK-0077,,,,,,3.69,4.69,NAF,Floors At Work,,1,1,Default Tax
5f9dd7da-ca72-492b-8e28-192e2e1b25c6,ENG65MAPCAPPUCCINO,ENG-FAWK-0078,,,,,,3.69,4.69,NAF,Floors At Work,,1,1,Default Tax
0a6f6e36-8b89-11eb-f3d6-7e8b337ea751,ENG65MAPCAPRI,ENG-FAWK-0079,,,,,,3.69,4.69,NAF,Floors At Work,,1,1,Default Tax
a5b48f31-a9a9-4ee2-9417-5bcf0b707e22,ENG65MAPORIGINALMAPLE,ENG-FAWK-0080,,,,,,3.69,4.69,NAF,Floors At Work,,1,1,Default Tax
0a9240fd-23fb-40c0-8c9f-23fb57eee1f3,ENG65MAPLATTE,ENG-FAWK-0081,,,,,,3.69,4.69,NAF,Floors At Work,,1,1,Default Tax
9534d7a0-b3e4-422c-b14a-57bab13c9689,ENG65MAPMACCHIATO,ENG-FAWK-0082,,,,,,3.69,4.69,NAF,Floors At Work,,1,1,Default Tax
d21458e7-09d9-4241-bc81-04a0f6646082,ENG65MAPMYTH,ENG-FAWK-0083,,,,,,3.69,4.69,NAF,Floors At Work,,1,1,Default Tax
a072f3e7-8ce8-4e38-b703-412f05a918ab,ENG65MAPAMERICANO,ENG-FAWK-0084,,,,,,3.69,4.69,NAF,Floors At Work,,1,1,Default Tax
0a6f6e36-8b89-11eb-f3d6-7e8b358db670,ENG5WALNATURAL,ENG-FAWK-0075,,,,,,4.19,5.19,NAF,Floors At Work,,1,1,Default Tax
0a6f6e36-8b89-11eb-f3d6-7e8b35a688d9,ENG5WALTAN,ENG-FAWK-0076,,,,,,4.19,5.19,NAF,Floors At Work,,1,1,Default Tax
0a6f6e36-8b89-11eb-f3d6-7e8b35c1445d,HWD475WALNATURAL,HWD-FAWK-0002,,,,,,5.79,6.79,NAF,Floors At Work,,1,1,Default Tax
,ENG5OAKTOFFEEEURDESCLICK,ENG-FAWK-0085,"Engineered European White Oak Designer 5"" (Click, Select) — Toffee",Collection: Designer | Species: European White Oak | Grade: Select | Install profile: Click | Veneer / top layer (mm): 3,,,,4.29,5.29,NAF,Floors At Work,,1,1,Default Tax
,ENG75OAKTRUFFLEDESCLICK,ENG-FAWK-0086,"Engineered White Oak Designer 7.5"" (Click, Select) — Truffle",Collection: Designer | Species: American White Oak | Grade: Select | Install profile: Click | Veneer / top layer (mm): 3,,,,4.59,5.59,NAF,Floors At Work,,1,1,Default Tax
,ENG75OAKWARMHONEYEURDESCLICK,ENG-FAWK-0087,"Engineered European White Oak Designer 7.5"" (Click, Select & Better) — Warm Honey",Collection: Designer | Species: European White Oak | Grade: Select & Better | Install profile: Click | Veneer / top layer (mm): 3,,,,6.39,7.39,NAF,Floors At Work,,1,1,Default Tax
,ENG6ROSEWOOD,ENG-FAWK-0088,Engineered Hardwood Smooth T&G Rosewood,Collection: Rosewood | Species: Rosewood | Install profile: T&G,,,,4.99,5.99,NAF,Floors At Work,,1,1,Default Tax
