SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus,Match status,Match notes
TIL-GRAC-0167,Tiles — EUT-33 — 24 x 24,Gracious,Gracious,,,GRACTILESEUT33,Tiles,Flooring,Tile / Stone,,,EUT-33,,,24,"24""",,,,,,,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed.",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0168,Tiles — EUT-34 — 24 x 24,Gracious,Gracious,,,GRACTILESEUT34,Tiles,Flooring,Tile / Stone,,,EUT-34,,,24,"24""",,,,,,,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed.",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0169,Tiles — EUT-35 — 24 x 24,Gracious,Gracious,,,GRACTILESEUT35,Tiles,Flooring,Tile / Stone,,,EUT-35,,,24,"24""",,,,,,,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed.",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0170,Tiles — EUT-36 — 24 x 24,Gracious,Gracious,,,GRACTILESEUT36,Tiles,Flooring,Tile / Stone,,,EUT-36,,,24,"24""",,,,,,,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed.",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0171,Tiles — EUT-37 — 24 x 24,Gracious,Gracious,,,GRACTILESEUT37,Tiles,Flooring,Tile / Stone,,,EUT-37,,,24,"24""",,,,,,,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed.",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0172,Tiles — EUT-38 — 24 x 24,Gracious,Gracious,,,GRACTILESEUT38,Tiles,Flooring,Tile / Stone,,,EUT-38,,,24,"24""",,,,,,,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed.",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0173,Tiles — EUT-39 — 24 x 24,Gracious,Gracious,,,GRACTILESEUT39,Tiles,Flooring,Tile / Stone,,,EUT-39,,,24,"24""",,,,,,,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed.",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0174,Tiles — EUT-40 — 24 x 24,Gracious,Gracious,,,GRACTILESEUT40,Tiles,Flooring,Tile / Stone,,,EUT-40,,,24,"24""",,,,,,,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed.",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0175,Tiles — EUT-42 — 24 x 24,Gracious,Gracious,,,GRACTILESEUT42,Tiles,Flooring,Tile / Stone,,,EUT-42,,,24,"24""",,,,,,,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed.",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0176,Tiles — EUT-43 — 24 x 24,Gracious,Gracious,,,GRACTILESEUT43,Tiles,Flooring,Tile / Stone,,,EUT-43,,,24,"24""",,,,,,,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed.",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0177,Tiles — EUT-46 — 24 x 24,Gracious,Gracious,,,GRACTILESEUT46,Tiles,Flooring,Tile / Stone,,,EUT-46,,,24,"24""",,,,,,,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed.",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0178,Tiles — EUT-47 — 24 x 24,Gracious,Gracious,,,GRACTILESEUT47,Tiles,Flooring,Tile / Stone,,,EUT-47,,,24,"24""",,,,,,,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed.",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0179,Tiles — EUT-45 — 24 x 24,Gracious,Gracious,,,GRACTILESEUT45,Tiles,Flooring,Tile / Stone,,,EUT-45,,,24,"24""",,,,,,,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed.",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0180,Tiles — GL-005 — 24 x 24 (Glossy),Gracious,Gracious,,,GRACTILESGL005GLOSSY,Tiles,Flooring,Tile / Stone,,,GL-005,,,24,"24""",,,,,,Glossy,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed.",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
