id,handle,sku,composite_name,composite_sku,composite_quantity,name,description,product_category,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,tags,supply_price,retail_price,loyalty_value,loyalty_value_default,account_code,account_code_purchase,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Mississauga_Outlet,inventory_Mississauga_Outlet,reorder_point_Mississauga_Outlet,reorder_quantity_Mississauga_Outlet,min_quantity_Mississauga_Outlet,max_quantity_Mississauga_Outlet
ab09397f-e6d4-480e-a0b9-f22aeeb1a313,TOSCENG65LEGENDCOLLECTIONDRIFTWOOD,ENG-TOSC-0073,,,,"TOSCENG - Legend European White Oak (Driftwood) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Character","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: ABCD (Character) grade: may have open knots, character marks or stains. European White Oak, lightly wire brushed, water base finish. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.69,4.69,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
3eb9a1b6-d072-4bc8-bf82-e0e2d2f0ecd9,TOSCENG65LEGENDCOLLECTIONLONGBEACH,ENG-TOSC-0074,,,,"TOSCENG - Legend European White Oak (Long Beach) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Character","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: ABCD (Character) grade: may have open knots, character marks or stains. European White Oak, lightly wire brushed, water base finish. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.69,4.69,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
2205a87d-6192-4ac3-a05e-b27d4e284ef7,TOSCENG65LEGENDCOLLECTIONRAWOAK,ENG-TOSC-0075,,,,"TOSCENG - Legend European White Oak (Raw Oak) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Character","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: ABCD (Character) grade: may have open knots, character marks or stains. European White Oak, lightly wire brushed, water base finish. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.69,4.69,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
78bff1db-3f16-44d6-8cf5-3102cd28c6f4,TOSCENG65LEGENDCOLLECTIONSHALEGREY,ENG-TOSC-0076,,,,"TOSCENG - Legend European White Oak (Shale Grey) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Character","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: ABCD (Character) grade: may have open knots, character marks or stains. European White Oak, lightly wire brushed, water base finish. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.69,4.69,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
35dd7916-3fcb-4993-ad2c-c56b49e53aed,TOSCENG65LEGENDCOLLECTIONWHITESANDS,ENG-TOSC-0077,,,,"TOSCENG - Legend European White Oak (White Sands) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Character","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: ABCD (Character) grade: may have open knots, character marks or stains. European White Oak, lightly wire brushed, water base finish. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.69,4.69,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
,TOSCENG65NOBLECOLLECTIONALPSWARMGREY,ENG-TOSC-0115,,,,"TOSCENG - Noble European White Oak (Alps Warm Grey) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Character","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: ABCD (Character) grade: may have open knots, character marks or stains. European White Oak, lightly wire brushed, water base finish. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. Box size printed as '20.247/20.25' - 20.25 used; confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.99,4.99,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
0a6f6e36-8b89-11eb-f3d6-7e8be96ff0d2,TOSCENG65NOBLECOLLECTIONCLOUDYGREY,ENG-TOSC-0109,,,,"TOSCENG - Noble European White Oak (Cloudy Grey) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Character","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: ABCD (Character) grade: may have open knots, character marks or stains. European White Oak, lightly wire brushed, water base finish. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. Box size printed as '20.247/20.25' - 20.25 used; confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.99,4.99,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
0a6f6e36-8b89-11eb-f3d6-7e8bea050a53,TOSCENG65NOBLECOLLECTIONEARTHGREY,ENG-TOSC-0110,,,,"TOSCENG - Noble European White Oak (Earth Grey) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Character","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: ABCD (Character) grade: may have open knots, character marks or stains. European White Oak, lightly wire brushed, water base finish. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. Box size printed as '20.247/20.25' - 20.25 used; confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.99,4.99,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
0a6f6e36-8b89-11eb-f3d6-7e8bf192c2ed,TOSCENG65NOBLECOLLECTIONLUNARGREY,ENG-TOSC-0111,,,,"TOSCENG - Noble European White Oak (Lunar Grey) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Character","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: ABCD (Character) grade: may have open knots, character marks or stains. European White Oak, lightly wire brushed, water base finish. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. Box size printed as '20.247/20.25' - 20.25 used; confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.99,4.99,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
,TOSCENG65NOBLECOLLECTIONMARBLEGREY,ENG-TOSC-0116,,,,"TOSCENG - Noble European White Oak (Marble Grey) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Character","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: ABCD (Character) grade: may have open knots, character marks or stains. European White Oak, lightly wire brushed, water base finish. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. Box size printed as '20.247/20.25' - 20.25 used; confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.99,4.99,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
0a6f6e36-8b89-11eb-f3d6-7e8bf1eb3c77,TOSCENG65NOBLECOLLECTIONMOONLIGHTSHADOW,ENG-TOSC-0112,,,,"TOSCENG - Noble European White Oak (Moonlight Shadow) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Character","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: ABCD (Character) grade: may have open knots, character marks or stains. European White Oak, lightly wire brushed, water base finish. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. Box size printed as '20.247/20.25' - 20.25 used; confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.99,4.99,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
0a6f6e36-8b89-11eb-f3d6-7e8bf2a86a8f,TOSCENG65NOBLECOLLECTIONRAWSTEELGREY,ENG-TOSC-0113,,,,"TOSCENG - Noble European White Oak (Raw Steel Grey) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Character","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: ABCD (Character) grade: may have open knots, character marks or stains. European White Oak, lightly wire brushed, water base finish. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. Box size printed as '20.247/20.25' - 20.25 used; confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.99,4.99,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
424deb27-4576-4e58-b1e7-3a31a0195626,TOSCENG65NOBLECOLLECTIONROCKYMOUNTAIN,ENG-TOSC-0114,,,,"TOSCENG - Noble European White Oak (Rocky Mountain) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Character","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: ABCD (Character) grade: may have open knots, character marks or stains. European White Oak, lightly wire brushed, water base finish. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. Box size printed as '20.247/20.25' - 20.25 used; confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.99,4.99,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
bebe405f-1c59-49b3-a4e3-21fc1e7b01e1,TOSCENG65NOBLECOLLECTIONSTORMGREY,ENG-TOSC-0117,,,,"TOSCENG - Noble European White Oak (Storm Grey) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Character","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: ABCD (Character) grade: may have open knots, character marks or stains. European White Oak, lightly wire brushed, water base finish. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. Box size printed as '20.247/20.25' - 20.25 used; confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,3.99,4.99,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
c468cef5-4a35-409c-a282-b57f93929da2,TOSCENG65PRESTIGECOLLECTIONCAESARSPALACE,ENG-TOSC-0039,,,,"TOSCENG - Prestige (Caesars Palace) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Select & Better","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: AB (Select & Better) grade: no open knots, heavy mineral/character marks, stains or checking. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. SPECIES NOT STATED for the AB-grade collections on this list (the ABCD section states European White Oak) - left blank, confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.59,5.59,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
66893069-0392-4156-a450-42f2a738f788,TOSCENG65PRESTIGECOLLECTIONCHANTILLYLACE,ENG-TOSC-0040,,,,"TOSCENG - Prestige (Chantilly Lace) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Select & Better","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: AB (Select & Better) grade: no open knots, heavy mineral/character marks, stains or checking. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. SPECIES NOT STATED for the AB-grade collections on this list (the ABCD section states European White Oak) - left blank, confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.59,5.59,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
e0ffc188-1163-4383-a527-bf997cb86138,TOSCENG65PRESTIGECOLLECTIONCREAMGREY,ENG-TOSC-0041,,,,"TOSCENG - Prestige (Cream Grey) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Select & Better","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: AB (Select & Better) grade: no open knots, heavy mineral/character marks, stains or checking. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. SPECIES NOT STATED for the AB-grade collections on this list (the ABCD section states European White Oak) - left blank, confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.59,5.59,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
12def577-3886-40fe-9d14-9dafb13c12ef,TOSCENG65PRESTIGECOLLECTIONLONDONFOG,ENG-TOSC-0042,,,,"TOSCENG - Prestige (London Fog) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Select & Better","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: AB (Select & Better) grade: no open knots, heavy mineral/character marks, stains or checking. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. SPECIES NOT STATED for the AB-grade collections on this list (the ABCD section states European White Oak) - left blank, confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.59,5.59,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
04be5c3a-9bf4-4a12-8639-53a815914052,TOSCENG65PRESTIGECOLLECTIONMAGNOLIA,ENG-TOSC-0043,,,,"TOSCENG - Prestige (Magnolia) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Select & Better","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: AB (Select & Better) grade: no open knots, heavy mineral/character marks, stains or checking. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. SPECIES NOT STATED for the AB-grade collections on this list (the ABCD section states European White Oak) - left blank, confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.59,5.59,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
e9cfa5b4-c0d9-4fc7-89f8-a40e652c989a,TOSCENG65PRESTIGECOLLECTIONOYSTERGREY,ENG-TOSC-0044,,,,"TOSCENG - Prestige (Oyster Grey) T&G | 6.5"" x 19.05mm x RL - 2mm top - 20.25sf/b - Select & Better","Box size (sf): 20.25 | Length: RL | Finish type: Wire brushed | Install method: Nail + glue assist | Last price update: 2026-07-01 | Price last changed by: Manual | Active: TRUE | Radiant heat compatible: TRUE | Residential warranty (yrs): 35 | Salesperson notes: AB (Select & Better) grade: no open knots, heavy mineral/character marks, stains or checking. Up to 75"" length, 17-35% full planks. 4-sided micro-bevelled edge, T&G, nail down with glue assist. Radiant heat compatible. Limited 35 yr finish warranty. SPECIES NOT STATED for the AB-grade collections on this list (the ABCD section states European White Oak) - left blank, confirm with Tosca. Finish printed 'W.B Low Sheen' = lightly wire brushed, low sheen, water base.",FLOORING / ENGINEERED HARDWOOD,,,,,,,,4.59,5.59,,,,,Tosca,Tosca,,1,1,Default Tax,,,,,
