SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus,LS Match status,LS Match notes
LAM-LEEF-R01,"Lee 24HR Water-Resistant Laminate 7.5"" — R01",Lee Flooring,Lee Flooring,R01,,LEEFLAM24HRR01,24 Hours Water-Resistant Laminate,Flooring,Laminate,Water-Resistant Core,,,,,7.5,"48""",12.7,,,,,Painted bevel,Click,Float,,FALSE,,,,,,,1.29,2.29,,,1.29,2026-06-30,,2026-06-12,Manual,24.1,,40,,,TRUE,FALSE,,,,,,,"ON SALE $1.29/sf and no regular price is printed for these specs — Cost set to the SALE price as a placeholder (Sale rule 3). Cost = Promo cost signals the original cost was unavailable. Confirm regular cost with Lee. Promo end date not printed by Lee; set to 2026-06-30 (last day of the list's month) per the global month-end default. Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,NOT_FOUND,No LS candidate — not yet in Lightspeed
LAM-LEEF-R02,"Lee 24HR Water-Resistant Laminate 7.5"" — R02",Lee Flooring,Lee Flooring,R02,,LEEFLAM24HRR02,24 Hours Water-Resistant Laminate,Flooring,Laminate,Water-Resistant Core,,,,,7.5,"48""",12.7,,,,,Painted bevel,Click,Float,,FALSE,,,,,,,1.29,2.29,,,1.29,2026-06-30,,2026-06-12,Manual,24.1,,40,,,TRUE,FALSE,,,,,,,"ON SALE $1.29/sf and no regular price is printed for these specs — Cost set to the SALE price as a placeholder (Sale rule 3). Cost = Promo cost signals the original cost was unavailable. Confirm regular cost with Lee. Promo end date not printed by Lee; set to 2026-06-30 (last day of the list's month) per the global month-end default. Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,NOT_FOUND,No LS candidate — not yet in Lightspeed
LAM-LEEF-R03,"Lee 24HR Water-Resistant Laminate 7.5"" — R03",Lee Flooring,Lee Flooring,R03,,LEEFLAM24HRR03,24 Hours Water-Resistant Laminate,Flooring,Laminate,Water-Resistant Core,,,,,7.5,"48""",12.7,,,,,Painted bevel,Click,Float,,FALSE,,,,,,,1.29,2.29,,,1.29,2026-06-30,,2026-06-12,Manual,24.1,,40,,,TRUE,FALSE,,,,,,,"ON SALE $1.29/sf and no regular price is printed for these specs — Cost set to the SALE price as a placeholder (Sale rule 3). Cost = Promo cost signals the original cost was unavailable. Confirm regular cost with Lee. Promo end date not printed by Lee; set to 2026-06-30 (last day of the list's month) per the global month-end default. Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,NOT_FOUND,No LS candidate — not yet in Lightspeed
LAM-LEEF-R04,"Lee 24HR Water-Resistant Laminate 7.5"" — R04",Lee Flooring,Lee Flooring,R04,,LEEFLAM24HRR04,24 Hours Water-Resistant Laminate,Flooring,Laminate,Water-Resistant Core,,,,,7.5,"48""",12.7,,,,,Painted bevel,Click,Float,,FALSE,,,,,,,1.29,2.29,,,1.29,2026-06-30,,2026-06-12,Manual,24.1,,40,,,TRUE,FALSE,,,,,,,"ON SALE $1.29/sf and no regular price is printed for these specs — Cost set to the SALE price as a placeholder (Sale rule 3). Cost = Promo cost signals the original cost was unavailable. Confirm regular cost with Lee. Promo end date not printed by Lee; set to 2026-06-30 (last day of the list's month) per the global month-end default. Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,NOT_FOUND,No LS candidate — not yet in Lightspeed
LAM-LEEF-R05,"Lee 24HR Water-Resistant Laminate 7.5"" — R05",Lee Flooring,Lee Flooring,R05,,LEEFLAM24HRR05,24 Hours Water-Resistant Laminate,Flooring,Laminate,Water-Resistant Core,,,,,7.5,"48""",12.7,,,,,Painted bevel,Click,Float,,FALSE,,,,,,,1.29,2.29,,,1.29,2026-06-30,,2026-06-12,Manual,24.1,,40,,,TRUE,FALSE,,,,,,,"ON SALE $1.29/sf and no regular price is printed for these specs — Cost set to the SALE price as a placeholder (Sale rule 3). Cost = Promo cost signals the original cost was unavailable. Confirm regular cost with Lee. Promo end date not printed by Lee; set to 2026-06-30 (last day of the list's month) per the global month-end default. Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,NOT_FOUND,No LS candidate — not yet in Lightspeed
LAM-LEEF-R06,"Lee 24HR Water-Resistant Laminate 7.5"" — R06",Lee Flooring,Lee Flooring,R06,,LEEFLAM24HRR06,24 Hours Water-Resistant Laminate,Flooring,Laminate,Water-Resistant Core,,,,,7.5,"48""",12.7,,,,,Painted bevel,Click,Float,,FALSE,,,,,,,1.29,2.29,,,1.29,2026-06-30,,2026-06-12,Manual,24.1,,40,,,TRUE,FALSE,,,,,,,"ON SALE $1.29/sf and no regular price is printed for these specs — Cost set to the SALE price as a placeholder (Sale rule 3). Cost = Promo cost signals the original cost was unavailable. Confirm regular cost with Lee. Promo end date not printed by Lee; set to 2026-06-30 (last day of the list's month) per the global month-end default. Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,NOT_FOUND,No LS candidate — not yet in Lightspeed
LAM-LEEF-R07,"Lee 24HR Water-Resistant Laminate 7.5"" — R07",Lee Flooring,Lee Flooring,R07,,LEEFLAM24HRR07,24 Hours Water-Resistant Laminate,Flooring,Laminate,Water-Resistant Core,,,,,7.5,"48""",12.7,,,,,Painted bevel,Click,Float,,FALSE,,,,,,,1.29,2.29,,,1.29,2026-06-30,,2026-06-12,Manual,24.1,,40,,,TRUE,FALSE,,,,,,,"ON SALE $1.29/sf and no regular price is printed for these specs — Cost set to the SALE price as a placeholder (Sale rule 3). Cost = Promo cost signals the original cost was unavailable. Confirm regular cost with Lee. Promo end date not printed by Lee; set to 2026-06-30 (last day of the list's month) per the global month-end default. Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,NOT_FOUND,No LS candidate — not yet in Lightspeed
LAM-LEEF-R08,"Lee 24HR Water-Resistant Laminate 7.5"" — R08",Lee Flooring,Lee Flooring,R08,,LEEFLAM24HRR08,24 Hours Water-Resistant Laminate,Flooring,Laminate,Water-Resistant Core,,,,,7.5,"48""",12.7,,,,,Painted bevel,Click,Float,,FALSE,,,,,,,1.29,2.29,,,1.29,2026-06-30,,2026-06-12,Manual,24.1,,40,,,TRUE,FALSE,,,,,,,"ON SALE $1.29/sf and no regular price is printed for these specs — Cost set to the SALE price as a placeholder (Sale rule 3). Cost = Promo cost signals the original cost was unavailable. Confirm regular cost with Lee. Promo end date not printed by Lee; set to 2026-06-30 (last day of the list's month) per the global month-end default. Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,NOT_FOUND,No LS candidate — not yet in Lightspeed
LAM-LEEF-R09,"Lee 24HR Water-Resistant Laminate 7.5"" — R09",Lee Flooring,Lee Flooring,R09,,LEEFLAM24HRR09,24 Hours Water-Resistant Laminate,Flooring,Laminate,Water-Resistant Core,,,,,7.5,"48""",12.7,,,,,Painted bevel,Click,Float,,FALSE,,,,,,,1.29,2.29,,,1.29,2026-06-30,,2026-06-12,Manual,24.1,,40,,,TRUE,FALSE,,,,,,,"ON SALE $1.29/sf and no regular price is printed for these specs — Cost set to the SALE price as a placeholder (Sale rule 3). Cost = Promo cost signals the original cost was unavailable. Confirm regular cost with Lee. Promo end date not printed by Lee; set to 2026-06-30 (last day of the list's month) per the global month-end default. Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,NOT_FOUND,No LS candidate — not yet in Lightspeed
LAM-LEEF-R11,"Lee 24HR Water-Resistant Laminate 7.5"" — R11",Lee Flooring,Lee Flooring,R11,,LEEFLAM24HRR11,24 Hours Water-Resistant Laminate,Flooring,Laminate,Water-Resistant Core,,,,,7.5,"48""",12.7,,,,,Painted bevel,Click,Float,,FALSE,,,,,,,1.29,2.29,,,1.29,2026-06-30,,2026-06-12,Manual,24.1,,40,,,TRUE,FALSE,,,,,,,"ON SALE $1.29/sf and no regular price is printed for these specs — Cost set to the SALE price as a placeholder (Sale rule 3). Cost = Promo cost signals the original cost was unavailable. Confirm regular cost with Lee. Promo end date not printed by Lee; set to 2026-06-30 (last day of the list's month) per the global month-end default. Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,NOT_FOUND,No LS candidate — not yet in Lightspeed
LAM-LEEF-98001,"Lee SOHO Laminate 7.5"" — 98001",Lee Flooring,Lee Flooring,98001,6db8d8f7-e187-4c1c-99f1-2e6e924d9cd3,LEEFLAMSOHO98001,SOHO Laminate,Flooring,Laminate,HDF core,,,,,7.5,"48""",12.7,,,,,Embossed in Register,Click,Float,,FALSE,,,,,,,1.19,2.19,,,,,,2026-06-12,Manual,18.46,,50,,,TRUE,FALSE,,,,,,,"Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,OK,"LS sku 98001 (sku, 1 confirms) WARNING: width 7.0"" vs 7.5""; cost $1.49 vs $1.19"
LAM-LEEF-98002,"Lee SOHO Laminate 7.5"" — 98002",Lee Flooring,Lee Flooring,98002,cca66787-d335-4bb5-a093-3f9524a77ef8,LEEFLAMSOHO98002,SOHO Laminate,Flooring,Laminate,HDF core,,,,,7.5,"48""",12.7,,,,,Matt Mirror,Click,Float,,FALSE,,,,,,,1.19,2.19,,,,,,2026-06-12,Manual,18.46,,50,,,TRUE,FALSE,,,,,,,"Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,OK,"LS sku 98002 (sku, 1 confirms) WARNING: width 7.0"" vs 7.5""; cost $1.49 vs $1.19"
LAM-LEEF-98003,"Lee SOHO Laminate 7.5"" — 98003",Lee Flooring,Lee Flooring,98003,7ce8e2b3-484b-42ec-9f9e-ae4cbecb2642,LEEFLAMSOHO98003,SOHO Laminate,Flooring,Laminate,HDF core,,,,,7.5,"48""",12.7,,,,,Embossed in Register,Click,Float,,FALSE,,,,,,,1.19,2.19,,,,,,2026-06-12,Manual,18.46,,50,,,TRUE,FALSE,,,,,,,"Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,OK,"LS sku 98003 (sku, 1 confirms) WARNING: width 7.0"" vs 7.5""; cost $1.49 vs $1.19"
LAM-LEEF-98004,"Lee SOHO Laminate 7.5"" — 98004",Lee Flooring,Lee Flooring,98004,e1580082-602e-4b98-9c4f-881b3fd8fdce,LEEFLAMSOHO98004,SOHO Laminate,Flooring,Laminate,HDF core,,,,,7.5,"48""",12.7,,,,,Embossed in Register,Click,Float,,FALSE,,,,,,,1.19,2.19,,,,,,2026-06-12,Manual,18.46,,50,,,TRUE,FALSE,,,,,,,"Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,OK,"LS sku 98004 (sku, 1 confirms) WARNING: width 7.0"" vs 7.5""; cost $1.49 vs $1.19"
LAM-LEEF-98005,"Lee SOHO Laminate 7.5"" — 98005",Lee Flooring,Lee Flooring,98005,a7d12013-a8cc-4bb4-87cc-80ab0b6e0b9e,LEEFLAMSOHO98005,SOHO Laminate,Flooring,Laminate,HDF core,,,,,7.5,"48""",12.7,,,,,Embossed in Register,Click,Float,,FALSE,,,,,,,1.19,2.19,,,,,,2026-06-12,Manual,18.46,,50,,,TRUE,FALSE,,,,,,,"Install profile/method (Click/Float) assumed — Lee states neither. Locking system not stated. Lee Flooring price list, list date 2026-06-12; extracted 2026-09-09. COST BASIS UNCONFIRMED: Lee prints one unlabelled price column (PRICE/SQ.FT) with no terms page, no stated discount and no MSRP column. Taken as dealer cost as-is, no multiplier — awaiting Albert's confirmation before import.",,,new,OK,"LS sku 98005 (sku, 1 confirms) WARNING: width 7.0"" vs 7.5""; cost $1.49 vs $1.19"
