supplier,sku,product_name,stage,reason,disposition,detail,action_id,source_row,col_printed,value_used
IMPRESSIVE,ENG-IMPR-4806,IMPR - Oriental Collection — Lancaster - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-de55c15ae5ff,,,
IMPRESSIVE,ENG-IMPR-4807,IMPR - Oriental Collection — Sidney - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-f1e1472f33cf,,,
IMPRESSIVE,ENG-IMPR-4808,IMPR - Oriental Collection — Wellington - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-000edf7725ba,,,
IMPRESSIVE,ENG-IMPR-91801,IMPR - Great Lakes Collection — Meadows - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-2c301a9a9ebf,,,
IMPRESSIVE,ENG-IMPR-91802,IMPR - Great Lakes Collection — Gleam - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-f72413d8f2a9,,,
IMPRESSIVE,ENG-IMPR-91803,IMPR - Great Lakes Collection — Luxe - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-9012cca5864c,,,
IMPRESSIVE,ENG-IMPR-91804,IMPR - Great Lakes Collection — Crest - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-c7e43f3db09a,,,
IMPRESSIVE,ENG-IMPR-91805,IMPR - Great Lakes Collection — Flair - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-e3e0aa54587c,,,
IMPRESSIVE,ENG-IMPR-91806,IMPR - Great Lakes Collection — Berlin - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-b0116e46c455,,,
IMPRESSIVE,ENG-IMPR-91807,IMPR - Great Lakes Collection — Opulent - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-a90d23677f63,,,
IMPRESSIVE,ENG-IMPR-91808,IMPR - Great Lakes Collection — Spectrum - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-0dd730b74234,,,
IMPRESSIVE,ENG-IMPR-91809,IMPR - Great Lakes Collection — Sable - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-2da13eac3720,,,
IMPRESSIVE,ENG-IMPR-91810,IMPR - Great Lakes Collection — Swirl - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-7d797f5c8ea0,,,
IMPRESSIVE,ENG-IMPR-91811,IMPR - Great Lakes Collection — Serenade - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-c4d007385bd4,,,
IMPRESSIVE,ENG-IMPR-91812,IMPR - Great Lakes Collection — Tranquil - 20.00sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-5a5e7768ad75,,,
IMPRESSIVE,LAM-IMPR-4600,IMPR - Platinum Collection — Grove,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-b32fd106bfba,,,
IMPRESSIVE,LAM-IMPR-4601,IMPR - Platinum Collection — Antonio,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-9187ead9d186,,,
IMPRESSIVE,LAM-IMPR-4602,IMPR - Platinum Collection — Cloud,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-dcd22eed23b0,,,
IMPRESSIVE,LAM-IMPR-4603,IMPR - Platinum Collection — Fargo,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-d346cb10caba,,,
IMPRESSIVE,LAM-IMPR-4604,IMPR - Platinum Collection — Diego,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-e5a0999914c9,,,
IMPRESSIVE,LAM-IMPR-4605,IMPR - Platinum Collection — Maria,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-36bf2ebe7ccb,,,
IMPRESSIVE,LAM-IMPR-4606,IMPR - Platinum Collection — Mountain,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-4df81a03b224,,,
IMPRESSIVE,LAM-IMPR-4607,IMPR - Platinum Collection — Falls,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-8b951ab36e96,,,
IMPRESSIVE,LAM-IMPR-4608,IMPR - Platinum Collection — Ridge,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-348d808304bf,,,
IMPRESSIVE,LAM-IMPR-4609,IMPR - Platinum Collection — Bluff,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-7cb611037d06,,,
IMPRESSIVE,LAM-IMPR-4610,IMPR - Platinum Collection — Orla,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-3da786b57c9e,,,
IMPRESSIVE,LAM-IMPR-4611,IMPR - Platinum Collection — Texon,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-fc0c89f0e2ec,,,
IMPRESSIVE,LAM-IMPR-4612,IMPR - Platinum Collection — Novo,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-41be634e18bc,,,
IMPRESSIVE,LAM-IMPR-4613,IMPR - Platinum Collection — Harbour,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-19d2c99eb928,,,
IMPRESSIVE,LAM-IMPR-4614,IMPR - Platinum Collection — Nash,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-b981dcbacb2f,,,
IMPRESSIVE,LAM-IMPR-4615,IMPR - Platinum Collection — Vista,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-dde35d765088,,,
IMPRESSIVE,LVP-IMPR-38000,IMPR - Legant Collection — Riviera - 23.28sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-749b21011e17,,,
IMPRESSIVE,LVP-IMPR-38001,IMPR - Legant Collection — Vinci - 23.28sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-fd33adca62bc,,,
IMPRESSIVE,LVP-IMPR-38002,IMPR - Legant Collection — Fabio - 23.28sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-93114161f380,,,
IMPRESSIVE,LVP-IMPR-38003,IMPR - Legant Collection — Sandora - 23.28sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-e5f7e3672f5a,,,
IMPRESSIVE,LVP-IMPR-38004,IMPR - Legant Collection — Belmonte - 23.28sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-20ee1dfa59ee,,,
IMPRESSIVE,LVP-IMPR-38005,IMPR - Legant Collection — Rancho - 23.28sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-6fe2ae7f54a7,,,
IMPRESSIVE,LVP-IMPR-38006,IMPR - Legant Collection — Ceiba - 23.28sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-6adda627577d,,,
IMPRESSIVE,LVP-IMPR-38007,IMPR - Legant Collection — Norwich - 23.28sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-a55e53ef66df,,,
IMPRESSIVE,LVT-IMPR-37050,IMPR - Ventura Collection — Holland - 50.92sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-55bb581bdaa1,,,
IMPRESSIVE,LVT-IMPR-37051,IMPR - Ventura Collection — Dutton - 50.92sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-975af5645a78,,,
IMPRESSIVE,LVT-IMPR-37052,IMPR - Ventura Collection — Fillmore - 50.92sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-9f35026c6af6,,,
IMPRESSIVE,LVT-IMPR-37053,IMPR - Ventura Collection — Stendale - 50.92sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-1e8ed8d38447,,,
IMPRESSIVE,LVT-IMPR-37054,IMPR - Ventura Collection — Caledonia - 50.92sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-ca5fd9856c3a,,,
IMPRESSIVE,LVT-IMPR-37055,IMPR - Ventura Collection — Lowell - 50.92sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-bf2f179fb08f,,,
IMPRESSIVE,LVT-IMPR-37056,IMPR - Ventura Collection — Monaco - 50.92sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-8f8d7c5b9518,,,
IMPRESSIVE,LVT-IMPR-37057,IMPR - Ventura Collection — Coral - 50.92sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-249138b13d34,,,
IMPRESSIVE,LVT-IMPR-37070,IMPR - Volterra Collection — Kingsville - 49.79sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-638b0da4ba82,,,
IMPRESSIVE,LVT-IMPR-37071,IMPR - Volterra Collection — Renwick - 49.79sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-fc223a5aadb2,,,
IMPRESSIVE,LVT-IMPR-37072,IMPR - Volterra Collection — Ferendale - 49.79sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-352419ff6389,,,
IMPRESSIVE,LVT-IMPR-37073,IMPR - Volterra Collection — Fraser - 49.79sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-85ca13fab669,,,
IMPRESSIVE,LVT-IMPR-37074,IMPR - Volterra Collection — Northville - 49.79sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-1fbc5558301a,,,
IMPRESSIVE,LVT-IMPR-37075,IMPR - Volterra Collection — Lenox - 49.79sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-c2782b1386c6,,,
IMPRESSIVE,LVT-IMPR-37076,IMPR - Volterra Collection — Armada - 49.79sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-d727a346f0b2,,,
IMPRESSIVE,LVT-IMPR-37077,IMPR - Volterra Collection — Rockville - 49.79sf/b,sync,brand_missing,held,"Lightspeed create needs Brand 'Impressive', which has no live Lightspeed brand entity (confirmed via the live /api/2.0/brands list during this run). lightspeed_push.py refused rather than create one -- brand creation is a person's decision. This also holds the row's Airtable side: forced_downstream_order means Airtable cannot backfill a Lightspeed ID that was never minted.",cat-98825fe6c83c,,,
