id,handle,sku,comp1,comp2,comp3,name,description,product_category,variant_option_one_name,variant_option_one_value,vopt2_name,vopt2_value,vopt3_name,vopt3_value,tags,supply_price,retail_price,loy1,loy2,loy3,loy4,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Mississauga Outlet,inv1,inv2,inv3
bbd73264-aced-483b-a3c2-d916c5cc6953,impvin---elegant-collection---75-mm-spc-viinyl-fuji---4307-----7-x-60--15-ixpe---245sfb,LVP-IMPR-4307,,,,IMPR - Elegant Collection — Fuji - 21.44sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,1.60,2.60,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVPIMPR38000,LVP-IMPR-38000,,,,IMPR - Legant Collection — Riviera - 23.28sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,1.79,2.79,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVPIMPR38001,LVP-IMPR-38001,,,,IMPR - Legant Collection — Vinci - 23.28sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,1.79,2.79,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVPIMPR38002,LVP-IMPR-38002,,,,IMPR - Legant Collection — Fabio - 23.28sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,1.79,2.79,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVPIMPR38003,LVP-IMPR-38003,,,,IMPR - Legant Collection — Sandora - 23.28sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,1.79,2.79,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVPIMPR38004,LVP-IMPR-38004,,,,IMPR - Legant Collection — Belmonte - 23.28sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,1.79,2.79,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVPIMPR38005,LVP-IMPR-38005,,,,IMPR - Legant Collection — Rancho - 23.28sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,1.79,2.79,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVPIMPR38006,LVP-IMPR-38006,,,,IMPR - Legant Collection — Ceiba - 23.28sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,1.79,2.79,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVPIMPR38007,LVP-IMPR-38007,,,,IMPR - Legant Collection — Norwich - 23.28sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,1.79,2.79,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37070,LVT-IMPR-37070,,,,IMPR - Volterra Collection — Kingsville - 49.79sf/b,Wear layer: 0.3/12 mil.,FLOORING / VINYL,,,,,,,,0.70,1.70,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37071,LVT-IMPR-37071,,,,IMPR - Volterra Collection — Renwick - 49.79sf/b,Wear layer: 0.3/12 mil.,FLOORING / VINYL,,,,,,,,0.70,1.70,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37072,LVT-IMPR-37072,,,,IMPR - Volterra Collection — Ferendale - 49.79sf/b,Wear layer: 0.3/12 mil.,FLOORING / VINYL,,,,,,,,0.70,1.70,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37073,LVT-IMPR-37073,,,,IMPR - Volterra Collection — Fraser - 49.79sf/b,Wear layer: 0.3/12 mil.,FLOORING / VINYL,,,,,,,,0.70,1.70,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37074,LVT-IMPR-37074,,,,IMPR - Volterra Collection — Northville - 49.79sf/b,Wear layer: 0.3/12 mil.,FLOORING / VINYL,,,,,,,,0.70,1.70,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37075,LVT-IMPR-37075,,,,IMPR - Volterra Collection — Lenox - 49.79sf/b,Wear layer: 0.3/12 mil.,FLOORING / VINYL,,,,,,,,0.70,1.70,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37076,LVT-IMPR-37076,,,,IMPR - Volterra Collection — Armada - 49.79sf/b,Wear layer: 0.3/12 mil.,FLOORING / VINYL,,,,,,,,0.70,1.70,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37077,LVT-IMPR-37077,,,,IMPR - Volterra Collection — Rockville - 49.79sf/b,Wear layer: 0.3/12 mil.,FLOORING / VINYL,,,,,,,,0.70,1.70,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37050,LVT-IMPR-37050,,,,IMPR - Ventura Collection — Holland - 50.92sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,0.80,1.80,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37051,LVT-IMPR-37051,,,,IMPR - Ventura Collection — Dutton - 50.92sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,0.80,1.80,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37052,LVT-IMPR-37052,,,,IMPR - Ventura Collection — Fillmore - 50.92sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,0.80,1.80,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37053,LVT-IMPR-37053,,,,IMPR - Ventura Collection — Stendale - 50.92sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,0.80,1.80,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37054,LVT-IMPR-37054,,,,IMPR - Ventura Collection — Caledonia - 50.92sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,0.80,1.80,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37055,LVT-IMPR-37055,,,,IMPR - Ventura Collection — Lowell - 50.92sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,0.80,1.80,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37056,LVT-IMPR-37056,,,,IMPR - Ventura Collection — Monaco - 50.92sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,0.80,1.80,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLVTIMPR37057,LVT-IMPR-37057,,,,IMPR - Ventura Collection — Coral - 50.92sf/b,Wear layer: 0.5/20 mil.,FLOORING / VINYL,,,,,,,,0.80,1.80,,,,,Impressive,Impressive,,1,1,Default Tax,,,
db2ad6c5-ee0e-4538-8f70-f2e11580d25e,implam---regal-collection----dream---4500-----7-x-60-x-12mm---1956sfb,LAM-IMPR-4500,,,,IMPR - Regal Collection — Dream,,FLOORING / LAMINATE,,,,,,,,1.55,2.55,,,,,Impressive,Impressive,,1,1,Default Tax,,,
8cd666f2-58b1-4223-8b8a-dc6f22643390,implam---regal-collection----cameo---4501-----7-x-60-x-12mm---1956sfb,LAM-IMPR-4501,,,,IMPR - Regal Collection — Cameo,,FLOORING / LAMINATE,,,,,,,,1.55,2.55,,,,,Impressive,Impressive,,1,1,Default Tax,,,
c2c5a67e-383c-4032-ad31-249cec279984,implam---regal-collection----harmony---4502-----7-x-60-x-12mm---1956sfb,LAM-IMPR-4502,,,,IMPR - Regal Collection — Harmony,,FLOORING / LAMINATE,,,,,,,,1.55,2.55,,,,,Impressive,Impressive,,1,1,Default Tax,,,
1ea71d16-30a4-4453-9fd3-85f1f252def9,implam---regal-collection----shell---4503-----7-x-60-x-12mm---1956sfb,LAM-IMPR-4503,,,,IMPR - Regal Collection — Shell,,FLOORING / LAMINATE,,,,,,,,1.55,2.55,,,,,Impressive,Impressive,,1,1,Default Tax,,,
f892b5ce-13fc-44e4-9187-6de88e41a803,implam---regal-collection----mellow---4506-----7-x-60-x-12mm---1956sfb,LAM-IMPR-4506,,,,IMPR - Regal Collection — Mellow,,FLOORING / LAMINATE,,,,,,,,1.55,2.55,,,,,Impressive,Impressive,,1,1,Default Tax,,,
c1231f3a-f9a1-472b-978d-717ba20e1e66,implam---regal-collection----moon---4507-----7-x-60-x-12mm---1956sfb,LAM-IMPR-4507,,,,IMPR - Regal Collection — Moon,,FLOORING / LAMINATE,,,,,,,,1.55,2.55,,,,,Impressive,Impressive,,1,1,Default Tax,,,
554d5845-2d5e-4c8d-b063-d4f4859a6ad1,implam---regal-collection----matte---4504-----9-x-60-x-12mm---1956sfb,LAM-IMPR-4504,,,,IMPR - Regal Collection — Matte,,FLOORING / LAMINATE,,,,,,,,1.75,2.75,,,,,Impressive,Impressive,,1,1,Default Tax,,,
8df68b1f-e619-43cf-91d3-14a4ee96f34f,implam---regal-collection----linen---4505-----9-x-60-x-12mm---1956sfb,LAM-IMPR-4505,,,,IMPR - Regal Collection — Linen,,FLOORING / LAMINATE,,,,,,,,1.75,2.75,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4606,LAM-IMPR-4606,,,,IMPR - Platinum Collection — Mountain,,FLOORING / LAMINATE,,,,,,,,1.55,2.55,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4607,LAM-IMPR-4607,,,,IMPR - Platinum Collection — Falls,,FLOORING / LAMINATE,,,,,,,,1.55,2.55,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4608,LAM-IMPR-4608,,,,IMPR - Platinum Collection — Ridge,,FLOORING / LAMINATE,,,,,,,,1.55,2.55,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4609,LAM-IMPR-4609,,,,IMPR - Platinum Collection — Bluff,,FLOORING / LAMINATE,,,,,,,,1.55,2.55,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4611,LAM-IMPR-4611,,,,IMPR - Platinum Collection — Texon,,FLOORING / LAMINATE,,,,,,,,1.55,2.55,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4613,LAM-IMPR-4613,,,,IMPR - Platinum Collection — Harbour,,FLOORING / LAMINATE,,,,,,,,1.55,2.55,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4614,LAM-IMPR-4614,,,,IMPR - Platinum Collection — Nash,,FLOORING / LAMINATE,,,,,,,,1.55,2.55,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4615,LAM-IMPR-4615,,,,IMPR - Platinum Collection — Vista,,FLOORING / LAMINATE,,,,,,,,1.55,2.55,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4600,LAM-IMPR-4600,,,,IMPR - Platinum Collection — Grove,,FLOORING / LAMINATE,,,,,,,,1.75,2.75,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4601,LAM-IMPR-4601,,,,IMPR - Platinum Collection — Antonio,,FLOORING / LAMINATE,,,,,,,,1.75,2.75,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4602,LAM-IMPR-4602,,,,IMPR - Platinum Collection — Cloud,,FLOORING / LAMINATE,,,,,,,,1.75,2.75,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4603,LAM-IMPR-4603,,,,IMPR - Platinum Collection — Fargo,,FLOORING / LAMINATE,,,,,,,,1.75,2.75,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4604,LAM-IMPR-4604,,,,IMPR - Platinum Collection — Diego,,FLOORING / LAMINATE,,,,,,,,1.75,2.75,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4605,LAM-IMPR-4605,,,,IMPR - Platinum Collection — Maria,,FLOORING / LAMINATE,,,,,,,,1.75,2.75,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4610,LAM-IMPR-4610,,,,IMPR - Platinum Collection — Orla,,FLOORING / LAMINATE,,,,,,,,1.75,2.75,,,,,Impressive,Impressive,,1,1,Default Tax,,,
,IMPRLAMIMPR4612,LAM-IMPR-4612,,,,IMPR - Platinum Collection — Novo,,FLOORING / LAMINATE,,,,,,,,1.75,2.75,,,,,Impressive,Impressive,,1,1,Default Tax,,,
dc74130c-6478-42db-b7f5-85c9a54ebf0d,implam---sahara-collection----blue---4400-----7-x-60-x-12mm---1956sfb,LAM-IMPR-4400,,,,IMPR - Sahara Collection — Blue - 19.65sf/b,,FLOORING / LAMINATE,,,,,,,,1.25,2.25,,,,,Impressive,Impressive,,1,1,Default Tax,,,
570f0b6b-a769-4933-bb2f-1746845d82c7,implam---sahara-collection----cream---4401-----7-x-60-x-12mm---1956sfb,LAM-IMPR-4401,,,,IMPR - Sahara Collection — Cream - 19.65sf/b,,FLOORING / LAMINATE,,,,,,,,1.25,2.25,,,,,Impressive,Impressive,,1,1,Default Tax,,,
a102e02e-00aa-497e-8732-a3f3281d15d1,implam---sahara-collection----gold---4402-----7-x-60-x-12mm---1956sfb,LAM-IMPR-4402,,,,IMPR - Sahara Collection — Gold - 19.65sf/b,,FLOORING / LAMINATE,,,,,,,,1.25,2.25,,,,,Impressive,Impressive,,1,1,Default Tax,,,
c73f07d2-98d7-4b1a-a624-b4f0ccd4c8e7,implam---sahara-collection----fruit---4403-----7-x-60-x-12mm---1956sfb,LAM-IMPR-4403,,,,IMPR - Sahara Collection — Fruit - 19.65sf/b,,FLOORING / LAMINATE,,,,,,,,1.25,2.25,,,,,Impressive,Impressive,,1,1,Default Tax,,,
d95d31e0-e286-4408-aed0-0e7f93c8852d,implam---sahara-collection----beige---4404-----7-x-60-x-12mm---1956sfb,LAM-IMPR-4404,,,,IMPR - Sahara Collection — Beige - 19.65sf/b,,FLOORING / LAMINATE,,,,,,,,1.25,2.25,,,,,Impressive,Impressive,,1,1,Default Tax,,,
e2d2d9b0-dfd0-4771-929c-43db9da46a67,implam---sahara-collection----light---4405-----7-x-60-x-12mm---1956sfb,LAM-IMPR-4405,,,,IMPR - Sahara Collection — Light - 19.65sf/b,,FLOORING / LAMINATE,,,,,,,,1.25,2.25,,,,,Impressive,Impressive,,1,1,Default Tax,,,
5d4ab0a9-6ea2-45ed-af99-f31a328edade,implam---sahara-collection----seed---4406-----7-x-60-x-12mm---1956sfb,LAM-IMPR-4406,,,,IMPR - Sahara Collection — Seed - 19.65sf/b,,FLOORING / LAMINATE,,,,,,,,1.25,2.25,,,,,Impressive,Impressive,,1,1,Default Tax,,,
9e3a0ca4-f85c-48ab-92cd-ee52bfa2138d,implam---sahara-collection----harle---4407-----7-x-60-x-12mm---1956sfb,LAM-IMPR-4407,,,,IMPR - Sahara Collection — Harle - 19.65sf/b,,FLOORING / LAMINATE,,,,,,,,1.25,2.25,,,,,Impressive,Impressive,,1,1,Default Tax,,,
e58d51b9-258d-4cee-836c-291bbcba8d90,55546790,ENG-IMPR-91300,,,,"IMPR - Huron Collection — Misty
Morning - 26.82sf/b",Warranty: 30 yr residential / 3 yr commercial.,FLOORING / HARDWOOD,,,,,,,,6.99,7.99,,,,,Impressive,Impressive,,1,1,Default Tax,,,
c2515ce5-2cac-4ecc-8a32-bf07cdc69f63,55546791,ENG-IMPR-91301,,,,IMPR - Huron Collection — Juliette - 26.82sf/b,Warranty: 30 yr residential / 3 yr commercial.,FLOORING / HARDWOOD,,,,,,,,6.99,7.99,,,,,Impressive,Impressive,,1,1,Default Tax,,,
fe43b266-f9d8-468d-a6d2-d818395723ad,55546792,ENG-IMPR-91302,,,,IMPR - Huron Collection — Cobalt - 26.82sf/b,Warranty: 30 yr residential / 3 yr commercial.,FLOORING / HARDWOOD,,,,,,,,6.99,7.99,,,,,Impressive,Impressive,,1,1,Default Tax,,,
05b8262f-cf36-47e7-aaa2-03863f7c9f9e,55546789,ENG-IMPR-91303,,,,IMPR - Huron Collection — Nottingham - 26.82sf/b,Warranty: 30 yr residential / 3 yr commercial.,FLOORING / HARDWOOD,,,,,,,,6.99,7.99,,,,,Impressive,Impressive,,1,1,Default Tax,,,
1b08daf2-62f5-4e3f-9111-e6cf5f8ae180,55546788,ENG-IMPR-91304,,,,IMPR - Huron Collection — Stirling - 26.82sf/b,Warranty: 30 yr residential / 3 yr commercial.,FLOORING / HARDWOOD,,,,,,,,6.99,7.99,,,,,Impressive,Impressive,,1,1,Default Tax,,,
e02854f7-8f9e-4e02-98a8-55f2db9863c4,55546793,ENG-IMPR-91305,,,,IMPR - Huron Collection — Alexandria - 26.82sf/b,Warranty: 30 yr residential / 3 yr commercial.,FLOORING / HARDWOOD,,,,,,,,6.99,7.99,,,,,Impressive,Impressive,,1,1,Default Tax,,,
3b6bdddf-fbac-42fc-a3db-4eec7477b9ec,55546769,ENG-IMPR-91200,,,,IMPR - Tremblant Collection — Terrian - 20.00sf/b,Warranty: 30 yr residential / 3 yr commercial.,FLOORING / HARDWOOD,,,,,,,,5.50,6.50,,,,,Impressive,Impressive,,1,1,Default Tax,,,
a7f947b4-5c97-4b1a-af21-3c5f412116b3,55546776,ENG-IMPR-91201,,,,IMPR - Tremblant Collection — Acadia - 20.00sf/b,Warranty: 30 yr residential / 3 yr commercial.,FLOORING / HARDWOOD,,,,,,,,5.50,6.50,,,,,Impressive,Impressive,,1,1,Default Tax,,,
b536d8d4-389f-44f9-a6c9-8a0f08b07ebc,55546773,ENG-IMPR-91202,,,,IMPR - Tremblant Collection — Laval - 20.00sf/b,Warranty: 30 yr residential / 3 yr commercial.,FLOORING / HARDWOOD,,,,,,,,5.50,6.50,,,,,Impressive,Impressive,,1,1,Default Tax,,,
7596e3d5-1c84-4b65-b2c1-1e4194489d2f,55546775,ENG-IMPR-91203,,,,IMPR - Tremblant Collection — Baccala - 20.00sf/b,Warranty: 30 yr residential / 3 yr commercial.,FLOORING / HARDWOOD,,,,,,,,5.50,6.50,,,,,Impressive,Impressive,,1,1,Default Tax,,,
57b5e5da-173c-4061-a9a3-1f2ccf16c391,55546771,ENG-IMPR-91204,,,,IMPR - Tremblant Collection — Quinty - 20.00sf/b,Warranty: 30 yr residential / 3 yr commercial.,FLOORING / HARDWOOD,,,,,,,,5.50,6.50,,,,,Impressive,Impressive,,1,1,Default Tax,,,
f7bf6bef-722a-4470-8fe1-301602933697,55546774,ENG-IMPR-91205,,,,IMPR - Tremblant Collection — Elora - 20.00sf/b,Warranty: 30 yr residential / 3 yr commercial.,FLOORING / HARDWOOD,,,,,,,,5.50,6.50,,,,,Impressive,Impressive,,1,1,Default Tax,,,
