supplier,sku,product_name,stage,reason,disposition,detail,action_id,source_row,col_printed,value_used,Action
VIZION,LVP-VIZN-V8006,"Vizion 8mm Marvelous 7.2"" — Forillon",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-2bc775d2e63e,15,,,
VIZION,LVP-VIZN-V8007,"Vizion 8mm Marvelous 7.2"" — Terra Nova",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",,16,,,
VIZION,LVP-VIZN-V8008,"Vizion 8mm Marvelous 7.2"" — Fundy",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",,17,,,
VIZION,LVP-VIZN-VL501,"Vizion 5mm Marvelous Loose Lay 9.14"" — Revelstoke",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",,18,,,
VIZION,LVP-VIZN-VL502,"Vizion 5mm Marvelous Loose Lay 9.14"" — Point Grey",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",,19,,,
VIZION,LVP-VIZN-VL503,"Vizion 5mm Marvelous Loose Lay 9.14"" — Robson",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",,20,,,
VIZION,LVP-VIZN-VL504,"Vizion 5mm Marvelous Loose Lay 9.14"" — Dunbar",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",,21,,,
VIZION,LVP-VIZN-V7010,"Vizion 7mm Marvelous 7.2"" — Yellowstone",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-d85b2d61f630,42,,,
VIZION,LVP-VIZN-V7011,"Vizion 7mm Marvelous 7.2"" — Bryce",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-01348334004f,43,,,
VIZION,LVP-VIZN-V7012,"Vizion 7mm Marvelous 7.2"" — Canyon",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-da7fb4de33ba,44,,,
VIZION,LVP-VIZN-V8009,"Vizion 8mm Marvelous 7.2"" — Aulavik",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-f59b9bf71249,45,,,
VIZION,LVP-VIZN-V8010,"Vizion 8mm Marvelous 7.2"" — Glacier",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-50e6c726e707,46,,,
VIZION,LVP-VIZN-V8011,"Vizion 8mm Marvelous 7.2"" — Jasper",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-c02c8e749606,47,,,
VIZION,LVP-VIZN-V8012,"Vizion 8mm Marvelous 7.2"" — Riding",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-446cbc1f1614,48,,,
VIZION,LVP-VIZN-V9001,"Vizion 9mm Prestige 7.2"" — Sorrento",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-e6d7481acfe9,49,,,
VIZION,LVP-VIZN-V9002,"Vizion 9mm Prestige 7.2"" — Capri",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-36c45fb1f049,50,,,
VIZION,LVP-VIZN-V9003,"Vizion 9mm Prestige 7.2"" — Madeira",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-ddc830436699,51,,,
VIZION,LVP-VIZN-V9004,"Vizion 9mm Prestige 7.2"" — Cannes",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-9b0801a4fb80,52,,,
VIZION,LVP-VIZN-V9005,"Vizion 9mm Prestige 7.2"" — Amalfi",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-ce08a26d6913,53,,,
VIZION,LVP-VIZN-VL505,"Vizion 5mm Marvelous Loose Lay 9.14"" — Kitsilano",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-76a632b22b23,54,,,
VIZION,LVP-VIZN-VL506,"Vizion 5mm Marvelous Loose Lay 9.14"" — Arbutus",sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-e588a96dd5b1,55,,,
VIZION,ACC-VIZN-0001,Vizion - Transition | Stair Nosing | SPC | 35 x 110 x 2400 mm,sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",,56,,,
VIZION,ACC-VIZN-0002,Vizion - Transition | Stair Nosing | SPC | 120 x 40 x 1545 mm,sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",,57,,,
VIZION,ACC-VIZN-0003,Vizion - Transition | Reducer | SPC | 8 x 45 x 2400 mm,sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",,58,,,
VIZION,ACC-VIZN-0004,Vizion - Transition | T-Moulding | SPC | 8 x 45 x 2400 mm,sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",,59,,,
VIZION,ACC-VIZN-0005,Vizion - Stair | Stair Board | SPC | 1200 x 300 x 30 mm,sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",,60,,,
VIZION,ACC-VIZN-0012,Vizion - Transition | Reducer | SPC | 10 x 45 x 2400 mm,sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-b898bdc762ef,67,,,
VIZION,ACC-VIZN-0013,Vizion - Sundry | Adhesive | Zeromono 2 GL (12 kg pail),sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-56c8d1a950e8,68,,,
VIZION,ACC-VIZN-0014,Vizion - Sundry | Underpad | EVA 3mm black with silver film (200 sf roll),sync,category_unresolved,wrote_flagged,"Reconciler has no Airtable->LS leaf mapping for this row; creates used the CSV category (FLOORING / VINYL / SPC, LOOSE LAY or ACCESSORIES), resolved live to a single type.",cat-14cd7dd92ee6,69,,,
