id,handle,sku,col4,col5,col6,name,description,product_category,variant_option_one_name,variant_option_one_value,col12,col13,col14,col15,tags,supply_price,retail_price,col19,col20,col21,col22,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Mississauga Outlet,col29,col30,col31
818b75f5-6d95-43f7-af03-445870c0305f,FLDCTILTILFLDC0001,TIL-FLDC-0001,,,,FLDCTIL - Porcelain (Noor Statuario) | 12 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.3: 'NOOR STATUARIO POLISHED', 12 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
eedbde37-a09a-4fe6-b7af-ac8481f2b2ae,FLDCTILTILFLDC0017,TIL-FLDC-0017,,,,FLDCTIL - Porcelain (Belinda White) | 24 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.6: 'BELINDA WHITE POLISHED', 24 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
36ee3cda-93ac-4dc0-8180-a185bd5bdc0e,FLDCTILTILFLDC0018,TIL-FLDC-0018,,,,FLDCTIL - Porcelain (Belinda White) | 24 x 24 | Matte - 16.00sf/b,"Finish type: Matte | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.6: 'BELINDA WHITE POLISHED', 24 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
edac9145-6b7f-4214-864d-30d09ad6431e,FLDCTILTILFLDC0019,TIL-FLDC-0019,,,,FLDCTIL - Porcelain (Belinda White) | 24 x 48 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.89 | Volume pricing notes: Loose $1.99/sf, Skid $1.89/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.6: 'BELINDA WHITE POLISHED', 24 x 48. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.99,3.99,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
17d0b93d-d124-404f-a451-bd5eedb13361,FLDCTILTILFLDC0020,TIL-FLDC-0020,,,,FLDCTIL - Porcelain (Belinda White) | 24 x 48 | Matte - 16.00sf/b,"Finish type: Matte | Material type: Porcelain | Pallet price ($/sf): 1.89 | Volume pricing notes: Loose $1.99/sf, Skid $1.89/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.6: 'BELINDA WHITE POLISHED', 24 x 48. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.99,3.99,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
ac58723f-ab3a-42fb-91fd-65f7a96224ae,FLDCTILTILFLDC0021,TIL-FLDC-0021,,,,FLDCTIL - Porcelain (Nolte Gold) | 12 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.7: 'NOLTE GOLD POLISHED', 12 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
31ab14cb-46af-4b31-a9aa-03231388ef70,FLDCTILTILFLDC0022,TIL-FLDC-0022,,,,FLDCTIL - Porcelain (Nolte Gold) | 24 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.7: 'NOLTE GOLD POLISHED', 24 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
5c1739d5-7c98-46e1-9dbd-d71b0bc5d0c4,FLDCTILTILFLDC0023,TIL-FLDC-0023,,,,FLDCTIL - Porcelain (Nolte Gold) | 24 x 48 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.89 | Volume pricing notes: Loose $1.99/sf, Skid $1.89/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.7: 'NOLTE GOLD POLISHED', 24 x 48. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.99,3.99,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
e00f57df-1d34-4ad8-a630-07fa3f33ddc4,FLDCTILTILFLDC0024,TIL-FLDC-0024,,,,FLDCTIL - Porcelain (Sanaro Natural) | 12 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.8: 'SANARO NATURAL POLISHED', 12 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
2d40bdde-c06a-41de-a93e-756b23f2e58f,FLDCTILTILFLDC0025,TIL-FLDC-0025,,,,FLDCTIL - Porcelain (Sanaro Natural) | 24 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.8: 'SANARO NATURAL POLISHED', 24 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
41b9bb31-cfe8-4067-94b2-fc3bcb15434c,FLDCTILTILFLDC0026,TIL-FLDC-0026,,,,FLDCTIL - Porcelain (Sky Onyx Grey) | 12 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.9: 'SKY ONYX GREY POLISHED', 12 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
c973937b-ff18-4e57-a96c-579b90f59b83,FLDCTILTILFLDC0027,TIL-FLDC-0027,,,,FLDCTIL - Porcelain (Sky Onyx Grey) | 24 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.9: 'SKY ONYX GREY POLISHED', 24 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
3b10e044-4c5e-4713-95d0-722f4bba2568,FLDCTILTILFLDC0028,TIL-FLDC-0028,,,,FLDCTIL - Porcelain (Sky Onyx Grey) | 24 x 24 | Matte - 16.00sf/b,"Finish type: Matte | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.9: 'SKY ONYX GREY POLISHED', 24 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
2c38fd39-8a1c-4d5d-aca5-fd18d829b325,FLDCTILTILFLDC0029,TIL-FLDC-0029,,,,FLDCTIL - Porcelain (Sky Onyx Grey) | 24 x 48 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.89 | Volume pricing notes: Loose $1.99/sf, Skid $1.89/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.9: 'SKY ONYX GREY POLISHED', 24 x 48. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.99,3.99,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
70482b57-4d75-4de2-9e6f-7a825f738860,FLDCTILTILFLDC0030,TIL-FLDC-0030,,,,FLDCTIL - Porcelain (Sky Onyx Grey) | 24 x 48 | Matte - 16.00sf/b,"Finish type: Matte | Material type: Porcelain | Pallet price ($/sf): 1.89 | Volume pricing notes: Loose $1.99/sf, Skid $1.89/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.9: 'SKY ONYX GREY POLISHED', 24 x 48. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.99,3.99,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
6e7dff08-46b4-4342-8b15-254b2085d027,FLDCTILTILFLDC0031,TIL-FLDC-0031,,,,FLDCTIL - Porcelain (Agata White) | 12 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.10: 'AGATA WHITE POLISHED', 12 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
7b317dc8-52eb-4831-97e0-f7ed5cb027d8,FLDCTILTILFLDC0032,TIL-FLDC-0032,,,,FLDCTIL - Porcelain (Agata White) | 24 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.10: 'AGATA WHITE POLISHED', 24 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
b27af1da-d72f-4dc9-ba52-47de07caec8c,FLDCTILTILFLDC0033,TIL-FLDC-0033,,,,FLDCTIL - Porcelain (Agata White) | 24 x 48 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.89 | Volume pricing notes: Loose $1.99/sf, Skid $1.89/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.10: 'AGATA WHITE POLISHED', 24 x 48. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.99,3.99,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
7700398e-db7d-4f2f-a7b0-04452f9e80f3,FLDCTILTILFLDC0034,TIL-FLDC-0034,,,,FLDCTIL - Porcelain (Pulpis Silver) | 12 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.11: 'PULPIS SILVER POLISHED', 12 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
35d20a48-a74e-4387-88c0-1e109c5c5f60,FLDCTILTILFLDC0035,TIL-FLDC-0035,,,,FLDCTIL - Porcelain (Pulpis Silver) | 24 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.11: 'PULPIS SILVER POLISHED', 24 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
82baae70-718d-45b2-9329-df668d8fb197,FLDCTILTILFLDC0036,TIL-FLDC-0036,,,,FLDCTIL - Porcelain (Pulpis Silver) | 24 x 48 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.89 | Volume pricing notes: Loose $1.99/sf, Skid $1.89/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.11: 'PULPIS SILVER POLISHED', 24 x 48. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.99,3.99,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
1eedeef7-731a-48d2-a98a-7954ff6cc539,FLDCTILTILFLDC0037,TIL-FLDC-0037,,,,FLDCTIL - Porcelain (Picket Grey) | 12 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.59 | Volume pricing notes: Loose $1.69/sf, Skid $1.59/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.12: 'PICKET GREY POLISHED', 12 x 24. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.69,3.69,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
8493f570-cd9f-4ce3-b31b-ccd8c2fd9f0c,FLDCTILTILFLDC0038,TIL-FLDC-0038,,,,FLDCTIL - Porcelain (Picket Grey) | 24 x 48 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.89 | Volume pricing notes: Loose $1.99/sf, Skid $1.89/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.12: 'PICKET GREY POLISHED', 24 x 48. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.99,3.99,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
3ed3fb99-9329-4a65-bec5-16f22983390f,FLDCTILTILFLDC0039,TIL-FLDC-0039,,,,FLDCTIL - Porcelain (Simba Black) | 24 x 48 | Polished High Gloss - 16.00sf/b,"Finish type: Polished High Gloss | Material type: Porcelain | Pallet price ($/sf): 1.99 | Volume pricing notes: Loose $2.10/sf, Skid $1.99/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.13: 'SIMBA BLACK POLISHED', 24 x 48 high gloss. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,2.10,4.10,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
555d4bbc-4557-40d0-be4a-fde3fe8bd972,FLDCTILTILFLDC0040,TIL-FLDC-0040,,,,FLDCTIL - Porcelain (Avenue Black) | 24 x 48 | Polished High Gloss - 16.00sf/b,"Finish type: Polished High Gloss | Material type: Porcelain | Pallet price ($/sf): 1.99 | Volume pricing notes: Loose $2.10/sf, Skid $1.99/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.14: 'AVENUE BLACK POLISHED', 24 x 48 high gloss. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,2.10,4.10,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
82692d8d-d924-4939-a49b-5faaf4cea1e9,FLDCTILTILFLDC0041,TIL-FLDC-0041,,,,FLDCTIL - Porcelain (Ruby Gold) | 24 x 48 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Pallet price ($/sf): 1.89 | Volume pricing notes: Loose $1.99/sf, Skid $1.89/sf, plus HST (PL-47, effective 2025-01-03) | Box size (sf): 16.00 | Salesperson notes: Brochure p.15: 'RUBY GOLD POLISHED', 24 x 48. Box size 16 sf/b per Albert 2026-09-24 (not printed).",TILE,,,,,,,,1.99,3.99,,,,,,FLOOR & DECOR,,1,1,Default Tax,,,
