SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus,LS Match status,LS Match notes
ENG-GLDC-0011,Golden Choice Engineered White Oak 7.5 — Falcon,Golden Choice,Golden Choice,,de731516-b0ab-424a-b88f-74cf8039dfe5,55546963,Engineered White Oak 7.5,Flooring,Engineered hardwood,Hardwood plywood,White Oak,Falcon,,,7.5,RL,18,,,,,Distressed,,,,,,,,,,,3.79,4.79,,,,,"Net Box Price $3.79/sf vs Net Skid Price $3.69/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.73,,,,,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GOL.E.WO.Fal.7
ENG-GLDC-0012,Golden Choice Engineered White Oak 7.5 — Rye,Golden Choice,Golden Choice,,7b74043d-216e-4e81-9c3b-06be582d6056,55546952,Engineered White Oak 7.5,Flooring,Engineered hardwood,Hardwood plywood,White Oak,Rye,,,7.5,RL,18,,,,,Distressed,,,,,,,,,,,3.79,4.79,,,,,"Net Box Price $3.79/sf vs Net Skid Price $3.69/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.73,,,,,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GOL.E.WO.Rye.7
ENG-GLDC-0013,Golden Choice Engineered White Oak 7.5 — Bronze,Golden Choice,Golden Choice,,e3544475-e628-4ec1-b1a5-5dab95ea7cf7,55546969,Engineered White Oak 7.5,Flooring,Engineered hardwood,Hardwood plywood,White Oak,Bronze,,,7.5,RL,18,,,,,Distressed,,,,,,,,,,,3.79,4.79,,,,,"Net Box Price $3.79/sf vs Net Skid Price $3.69/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.73,,,,,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GOL.E.WO.Bro.7
ENG-GLDC-0014,Golden Choice Engineered White Oak 7.5 — Manuka,Golden Choice,Golden Choice,,2463f5b1-a0f5-4cea-8d6d-4da7cb16c7b6,55546956,Engineered White Oak 7.5,Flooring,Engineered hardwood,Hardwood plywood,White Oak,Manuka,,,7.5,RL,18,,,,,Distressed,,,,,,,,,,,3.79,4.79,,,,,"Net Box Price $3.79/sf vs Net Skid Price $3.69/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.73,,,,,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GOL.E.WO.Man.7
ENG-GLDC-0015,Golden Choice Engineered White Oak — Wild Wood,Golden Choice,Golden Choice,,f3f6c52c-3bb6-4e15-9b98-78cda3a6d593,55546945,Engineered White Oak,Flooring,Engineered hardwood,Hardwood plywood,White Oak,Wild Wood,,,5.0,RL,19,,,,,Wire Brushed,,,,,,,,,,"CE, CARB II, EPA, Floorscore",3.59,4.59,,,,,"Net Box Price $3.59/sf vs Net Skid Price $3.49/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.38,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Package line prints two box-size figures ('19.38 /24.22Sq.ft/ctn') -- took 19.38 as Box size (sf), flagging the second number (24.22) as unresolved.",,,new,OK,Matched LS sku GOL.E.WO.WilWoo.5 WARNING: conflicts: box_sf
ENG-GLDC-0016,Golden Choice Engineered White Oak — Tundra,Golden Choice,Golden Choice,,d926c8e5-3082-4164-8e33-76ed986e035a,55546947,Engineered White Oak,Flooring,Engineered hardwood,Hardwood plywood,White Oak,Tundra,,,5.0,RL,19,,,,,Wire Brushed,,,,,,,,,,"CE, CARB II, EPA, Floorscore",3.59,4.59,,,,,"Net Box Price $3.59/sf vs Net Skid Price $3.49/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.38,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Package line prints two box-size figures ('19.38 /24.22Sq.ft/ctn') -- took 19.38 as Box size (sf), flagging the second number (24.22) as unresolved.",,,new,OK,Matched LS sku GOL.E.WO.Tun.5 WARNING: conflicts: box_sf
ENG-GLDC-0017,Golden Choice Engineered White Oak — Gaelic,Golden Choice,Golden Choice,,a9d6bbe9-15b3-4bd2-9894-1741a950372a,55546962,Engineered White Oak,Flooring,Engineered hardwood,Hardwood plywood,White Oak,Gaelic,,,5.0,RL,19,,,,,Wire Brushed,,,,,,,,,,"CE, CARB II, EPA, Floorscore",3.59,4.59,,,,,"Net Box Price $3.59/sf vs Net Skid Price $3.49/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.38,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GOL.E.WO.Gae.5
ENG-GLDC-0018,Golden Choice Engineered White Oak — Sahara White,Golden Choice,Golden Choice,,c4fd38e0-efd5-4365-a642-56405212517f,55546951,Engineered White Oak,Flooring,Engineered hardwood,Hardwood plywood,White Oak,Sahara White,,,5.0,RL,19,,,,,Wire Brushed,,,,,,,,,,"CE, CARB II, EPA, Floorscore",3.59,4.59,,,,,"Net Box Price $3.59/sf vs Net Skid Price $3.49/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.38,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GOL.E.WO.SahWhi.5
ENG-GLDC-0019,Golden Choice Engineered Hickory — Chocolate,Golden Choice,Golden Choice,,306c7adf-4d45-4da6-9806-ed313d444d68,55546976,Engineered Hickory,Flooring,Engineered hardwood,Hardwood plywood,Hickory,Chocolate,,,6.5,RL,19,,,,,HS/Distressed,,,,,,,,,,"CE, CARB II, EPA, Floorscore",4.05,5.05,,,,,"Net Box Price $4.05/sf vs Net Skid Price $3.95/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,22.39,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GOL.E.H.Cho.6
ENG-GLDC-0020,Golden Choice Engineered Hickory — Latte,Golden Choice,Golden Choice,,68b445a7-2655-4013-9bcd-b463a2421319,55546973,Engineered Hickory,Flooring,Engineered hardwood,Hardwood plywood,Hickory,Latte,,,6.5,RL,19,,,,,HS/Distressed,,,,,,,,,,"CE, CARB II, EPA, Floorscore",4.05,5.05,,,,,"Net Box Price $4.05/sf vs Net Skid Price $3.95/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,22.39,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GOL.E.H.Lat.6
ENG-GLDC-0021,Golden Choice Engineered White Oak — Eclipse,Golden Choice,Golden Choice,,e67660a2-6902-457a-ab67-1a1ae23a5604,55546964,Engineered White Oak,Flooring,Engineered hardwood,Hardwood plywood,White Oak,Eclipse,,,7.5,RL,19,,,,,Wire Brushed,,,,,,,,,,"CE, CARB II, EPA, Floorscore",3.59,4.59,,,,,"Net Box Price $3.59/sf vs Net Skid Price $3.49/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.43,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GOL.E.WO.Ecl.7
ENG-GLDC-0022,Golden Choice Engineered White Oak — Tundra,Golden Choice,Golden Choice,,dce99d03-134e-40c5-a0aa-a44061aa3d9e,55546946,Engineered White Oak,Flooring,Engineered hardwood,Hardwood plywood,White Oak,Tundra,,,7.5,RL,19,,,,,Wire Brushed,,,,,,,,,,"CE, CARB II, EPA, Floorscore",3.59,4.59,,,,,"Net Box Price $3.59/sf vs Net Skid Price $3.49/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.43,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GOL.E.WO.Tun.7
ENG-GLDC-0023,Golden Choice Engineered White Oak — Wild Wood,Golden Choice,Golden Choice,,edb1aeae-f0f1-4fb2-83f0-b2f690346ce2,55546944,Engineered White Oak,Flooring,Engineered hardwood,Hardwood plywood,White Oak,Wild Wood,,,7.5,RL,19,,,,,Wire Brushed,,,,,,,,,,"CE, CARB II, EPA, Floorscore",3.59,4.59,,,,,"Net Box Price $3.59/sf vs Net Skid Price $3.49/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.43,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GOL.E.WO.WilWoo.7
ENG-GLDC-0024,Golden Choice Engineered Hickory — Antique,Golden Choice,Golden Choice,,a8a9bcef-70ad-4cc8-b0d7-63fac87ba3a8,55546978,Engineered Hickory,Flooring,Engineered hardwood,Hardwood plywood,Hickory,Antique,,,7.5,RL,19,,,,,Wire Brushed,,,,,,,,,,"CE, CARB II, EPA, Floorscore",3.65,4.65,,,,,"Net Box Price $3.65/sf vs Net Skid Price $3.55/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.43,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GOL.E.H.Ant.7
ENG-GLDC-0025,Golden Choice Engineered Hickory — Burley,Golden Choice,Golden Choice,,5481ebd2-4f97-429d-9fb0-7f8bf4a93d78,55546977,Engineered Hickory,Flooring,Engineered hardwood,Hardwood plywood,Hickory,Burley,,,7.5,RL,19,,,,,Wire Brushed,,,,,,,,,,"CE, CARB II, EPA, Floorscore",4.09,5.09,,,,,"Net Box Price $4.09/sf vs Net Skid Price $3.99/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.43,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GOL.E.H.Bur.7
ENG-GLDC-0026,Golden Choice Engineered White Oak — Dolomite,Golden Choice,Golden Choice,,948b3f0a-5b2c-4b44-9204-4f9a3661b3a1,55546975,Engineered White Oak,Flooring,Engineered hardwood,Hardwood plywood,White Oak,Dolomite,,,6.5,RL,19,,,,,HS/Distressed,,,,,,,,,,"CE, CARB II, EPA, Floorscore",3.59,4.59,,,,,"Net Box Price $3.59/sf vs Net Skid Price $3.49/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,22.39,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GOL.E.H.Dol.6
ENG-GLDC-0027,Golden Choice Engineered Hickory (NEW) — Medici,Golden Choice,Golden Choice,,a4ad4c3b-9ee1-4ebd-b735-5f3c39154f95,55546971,Engineered Hickory (NEW),Flooring,Engineered hardwood,Hardwood plywood,Hickory,Medici,,,6.5,RL,19,,,,,HS/Distressed,,,,,,,,,,"CE, CARB II, EPA, Floorscore",4.89,5.89,,,,,"Net Box Price $4.89/sf vs Net Skid Price $4.79/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,22.39,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Document contradiction: this collection is printed as 'Engineered Hickory (NEW)' on a page titled 'Discontinued Engineered Hardwood Flooring*'. Kept Stock status = Discontinued per the page it physically appears on; flagging the '(NEW)' label as a document inconsistency for Albert to resolve.",,,new,OK,"Resolved by Albert 2026-09-11: GOL.E.H.Med.6 and GOL.E.H.Med.6.1 are the same product (identical name/spec/box size, created 1s apart 2025-06-26) -- kept GOL.E.H.Med.6 (a4ad4c3b-9ee1-4ebd-b735-5f3c39154f95) as the true match; GOL.E.H.Med.6.1 (aaff679c-8786-42c2-842e-f455ef3ba97f) is a duplicate LS record Albert should deactivate/delete by hand in the Lightspeed UI -- this pipeline has no delete action, deliberately."
ENG-GLDC-0028,Golden Choice Engineered Hickory (NEW) — Granite,Golden Choice,Golden Choice,,dbc95b94-b11e-41f0-886b-aba18d18afc2,55546974,Engineered Hickory (NEW),Flooring,Engineered hardwood,Hardwood plywood,Hickory,Granite,,,6.5,RL,19,,,,,HS/Distressed,,,,,,,,,,"CE, CARB II, EPA, Floorscore",4.89,5.89,,,,,"Net Box Price $4.89/sf vs Net Skid Price $4.79/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,22.39,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Document contradiction: this collection is printed as 'Engineered Hickory (NEW)' on a page titled 'Discontinued Engineered Hardwood Flooring*'. Kept Stock status = Discontinued per the page it physically appears on; flagging the '(NEW)' label as a document inconsistency for Albert to resolve.",,,new,OK,Matched LS sku GOL.E.H.Gra.6
LAM-GLDC-1010,Golden Choice Laminate 1010's — Universal Oak,Golden Choice,Golden Choice,1010,51102c03-98b1-4283-833a-d074425f0267,gollam----universal-oak---gc1010--ac3---48-x-5-x-123mm---1993--1997sfb,Laminate 1010's,Flooring,Laminate,,,Universal Oak,,,5,RL,12.33,,,,AC3,,,,,,,,,,,"CE, CARB II, EPA, Floorscore",1.29,2.29,,,,,"Net Box Price $1.29/sf vs Net Skid Price $1.19/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.93,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Package line prints two box-size figures ('19.93 / 19.97 sq.ft/ctn') -- took 19.93 as Box size (sf).",,,new,OK,Matched LS sku GC1010
