SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus,LS Match status,LS Match notes
ENG-OAKL-0011,European Oak 3-Ply 7 Series — Indy (Select & Better),Oakel,Oakel,,,,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Indy,Select & Better,,7.48,RL,18,,3,,,,,,,,,,,,,,4.39,5.39,,,,,Oakel single printed price $4.39/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,NOT_FOUND,
ENG-OAKL-0012,European Oak 3-Ply 7 Series — La Men (Select & Better),Oakel,Oakel,,,,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,La Men,Select & Better,,7.48,RL,18,,3,,,,,,,,,,,,,,4.39,5.39,,,,,Oakel single printed price $4.39/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,NOT_FOUND,
ENG-OAKL-0013,European Oak 3-Ply 7 Series — Mocha (Select),Oakel,Oakel,,,,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Mocha,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,4.29,5.29,,,,,Oakel single printed price $4.29/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,NOT_FOUND,
ENG-OAKL-0014,European Oak 3-Ply 7 Series — Monaco (Select & Better),Oakel,Oakel,,,,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Monaco,Select & Better,,7.48,RL,18,,3,,,,,,,,,,,,,,4.39,5.39,,,,,Oakel single printed price $4.39/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,NOT_FOUND,
ENG-OAKL-0015,European Oak 3-Ply 7 Series — Natural (Select & Better),Oakel,Oakel,,054d9d72-318e-433a-abd3-682fc5555795,oakeng---7-series---collection-a---european-oak-natural---oakeeonat13--ab---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Natural,Select & Better,,7.48,RL,18,,3,,,,,,,,,,,,,,4.59,5.59,,,,,Oakel single printed price $4.59/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Nat.1.3
ENG-OAKL-0016,European Oak 3-Ply 7 Series — Natural (Select),Oakel,Oakel,,8bb57334-d5ac-4203-b8bf-f9e230d49eee,oakeng---7-series---collection-a---european-oak-natural---oakeeonat14--abc---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Natural,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,4.19,5.19,,,,,Oakel single printed price $4.19/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Nat.1.4
ENG-OAKL-0017,European Oak 3-Ply 7 Series — Natural (Character),Oakel,Oakel,,b2f4f5b0-0d4a-4dd3-9f79-e206f980aae7,oakeng---7-series---collection-a---european-oak-natural---oakeeonat15--abcd---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Natural,Character,,7.48,RL,18,,3,,,,,,,,,,,,,,3.49,4.49,,,,,Oakel single printed price $3.49/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Nat.1.5
ENG-OAKL-0018,European Oak 3-Ply 7 Series — Nue (Select),Oakel,Oakel,,,,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Nue,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,4.39,5.39,,,,,Oakel single printed price $4.39/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,NOT_FOUND,
ENG-OAKL-0019,European Oak 3-Ply 7 Series — Nurburgring (Select & Better),Oakel,Oakel,,,,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Nurburgring,Select & Better,,7.48,RL,18,,3,,,,,,,,,,,,,,4.39,5.39,,,,,Oakel single printed price $4.39/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,NOT_FOUND,
ENG-OAKL-0020,European Oak 3-Ply 7 Series — Paradise (Select & Better),Oakel,Oakel,,4ff8a395-280d-4d7e-8b49-95d1b03d0152,oakeng---7-series---collection-a---european-oak-paradise---oakeeopar1--ab---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Paradise,Select & Better,,7.48,RL,18,,3,,,,,,,,,,,,,,5.39,6.39,,,,,Oakel single printed price $5.39/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Par.1
ENG-OAKL-0021,European Oak 3-Ply 7 Series — Paradise (Select),Oakel,Oakel,,2169caa9-e8e9-48e8-b4fb-3951e6d3804e,oakeng---7-series---collection-a---european-oak-paradise---oakeeopar11--abc---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Paradise,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,4.69,5.69,,,,,Oakel single printed price $4.69/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Par.1.1
ENG-OAKL-0022,European Oak 3-Ply 7 Series — Portobello (Select),Oakel,Oakel,,c028f2e2-2c70-49f1-838d-0ae81b66d752,oakeng---7-series---collection-b---european-oak-portobello---oakeeopor1--abc---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Portobello,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,4.29,5.29,,,,,Oakel single printed price $4.29/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Por.1
ENG-OAKL-0023,European Oak 3-Ply 7 Series — Snowflake (Select),Oakel,Oakel,,264e8243-75f0-4705-9c24-0cbb94788c9f,oakeng---7-series---collection-b---european-oak-snowflake---oakeeosno11--abc---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Snowflake,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,2.89,3.89,,,,,Oakel single printed price $2.89/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Sno.1.1
ENG-OAKL-0024,European Oak 3-Ply 7 Series — Spa (Select & Better),Oakel,Oakel,,,,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Spa,Select & Better,,7.48,RL,18,,3,,,,,,,,,,,,,,4.09,5.09,,,,,Oakel single printed price $4.09/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,NOT_FOUND,
ENG-OAKL-0025,European Oak 3-Ply 7 Series — Tofino (Select),Oakel,Oakel,,40c0d452-a0b8-47e9-84c3-039bcc81b5c8,oakeng---7-series---collection-b---european-oak-tofino---oakeeotof11--abc---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Tofino,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,4.09,5.09,,,,,Oakel single printed price $4.09/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Tof.1.1
ENG-OAKL-0026,European Oak Multi-Ply 6 Series — Camel (Select),Oakel,Oakel,,ad1233b1-e6b8-4c9e-a7b2-78ce1c623666,oakeng---6-series---collection-b---european-oak-camel---oakeeocam1--abc---183mm-x150xrl---1841sfb,European Oak Multi-Ply 6 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Camel,Select,,5.91,RL,18,,3,,,,,,,,,,,,,,2.99,3.99,,,,,Oakel single printed price $2.99/sf -- no volume tiers on this sheet.,2026-04-01,Manual,18.41,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Cam.1
ENG-OAKL-0027,European Oak Multi-Ply 6 Series — Driftwood (Select & Better),Oakel,Oakel,,37900d20-dce9-4c98-a709-6e25d9a6ecf0,oakeng---6-series---collection-b---european-oak-driftwood---oakeeodri1--ab---183mm-x150xrl---1841sfb,European Oak Multi-Ply 6 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Driftwood,Select & Better,,5.91,RL,18,,3,,,,,,,,,,,,,,3.59,4.59,,,,,Oakel single printed price $3.59/sf -- no volume tiers on this sheet.,2026-04-01,Manual,18.41,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Dri.1
ENG-OAKL-0028,European Oak Multi-Ply 6 Series — Driftwood (Select),Oakel,Oakel,,8b8d7398-bd22-4426-8ebf-c266096e001f,oakeng---6-series---collection-b---european-oak-driftwood---oakeeodri11--abc---183mm-x150xrl---1841sfb,European Oak Multi-Ply 6 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Driftwood,Select,,5.91,RL,18,,3,,,,,,,,,,,,,,3.09,4.09,,,,,Oakel single printed price $3.09/sf -- no volume tiers on this sheet.,2026-04-01,Manual,18.41,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Dri.1.1
ENG-OAKL-0029,European Oak Multi-Ply 6 Series — Fortino (Select & Better),Oakel,Oakel,,61f830fb-9206-4f3a-93ca-690984b18588,oakeng---6-series---collection-b---european-oak-fortino---oakeeofor1--ab---183mm-x150xrl---1841sfb,European Oak Multi-Ply 6 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Fortino,Select & Better,,5.91,RL,18,,3,,,,,,,,,,,,,,3.59,4.59,,,,,Oakel single printed price $3.59/sf -- no volume tiers on this sheet.,2026-04-01,Manual,18.41,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.For.1
ENG-OAKL-0030,European Oak Multi-Ply 6 Series — Fortino (Select),Oakel,Oakel,,a88dc227-5258-4b3f-bebb-97c348b6db70,oakeng---6-series---collection-b---european-oak-fortino---oakeeofor11--abc---183mm-x150xrl---1841sfb,European Oak Multi-Ply 6 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Fortino,Select,,5.91,RL,18,,3,,,,,,,,,,,,,,3.09,4.09,,,,,Oakel single printed price $3.09/sf -- no volume tiers on this sheet.,2026-04-01,Manual,18.41,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.For.1.1
ENG-OAKL-0031,European Oak Multi-Ply 6 Series — Maillard (Character),Oakel,Oakel,,1159224e-089e-4d45-9f67-758bf058e558,oakeng---6-series---collection-b---european-oak-maillard---oakeeomai1--abcd---183mm-x150xrl---1841sfb,European Oak Multi-Ply 6 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Maillard,Character,,5.91,RL,18,,3,,,,,,,,,,,,,,2.99,3.99,,,,,Oakel single printed price $2.99/sf -- no volume tiers on this sheet.,2026-04-01,Manual,18.41,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Mai.1
ENG-OAKL-0032,European Oak Multi-Ply 6 Series — Naked Oak (Select & Better),Oakel,Oakel,,b6f37851-f7af-4e1c-aa16-8a9f17cdcf1a,oakeng---6-series---collection-b---european-oak-naked-oak---oakeeonakoak1--ab---183mm-x150xrl---1841sfb,European Oak Multi-Ply 6 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Naked Oak,Select & Better,,5.91,RL,18,,3,,,,,,,,,,,,,,3.59,4.59,,,,,Oakel single printed price $3.59/sf -- no volume tiers on this sheet.,2026-04-01,Manual,18.41,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.NakOak.1
ENG-OAKL-0033,European Oak Multi-Ply 6 Series — Naked Oak (Select),Oakel,Oakel,,e45e6747-85fb-4cf7-a0b1-f8a223515b9b,oakeng---6-series---collection-b---european-oak-naked-oak---oakeeonakoak11--abc---183mm-x150xrl---1841sfb,European Oak Multi-Ply 6 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Naked Oak,Select,,5.91,RL,18,,3,,,,,,,,,,,,,,3.09,4.09,,,,,Oakel single printed price $3.09/sf -- no volume tiers on this sheet.,2026-04-01,Manual,18.41,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.NakOak.1.1
ENG-OAKL-0034,European Oak Multi-Ply 6 Series — Snowflake (Select),Oakel,Oakel,,5e9afc7b-2b9d-487f-b5c1-e81d6236de82,oakeng---6-series---collection-b---european-oak-snowflake---oakeeosno1--abc---183mm-x150xrl---1841sfb,European Oak Multi-Ply 6 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Snowflake,Select,,5.91,RL,18,,3,,,,,,,,,,,,,,2.99,3.99,,,,,Oakel single printed price $2.99/sf -- no volume tiers on this sheet.,2026-04-01,Manual,18.41,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Sno.1
ENG-OAKL-0035,European Oak Multi-Ply 6 Series (2mm) — Erin Oak (Select),Oakel,Oakel,,6b12bdd2-6baf-4cca-af6c-bca945de2b2b,oakeng---6-series---collection-c---european-oak-erin-oak---oakeeoerioak18--abc---182mm-x150xrl---1841sfb,European Oak Multi-Ply 6 Series (2mm),Flooring,Engineered hardwood,Hardwood plywood,European Oak,Erin Oak,Select,,5.91,RL,18,,2,,,,,,,,,,,,,,3.79,4.79,,,,,Oakel single printed price $3.79/sf -- no volume tiers on this sheet.,2026-04-01,Manual,18.41,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.EriOak.1.8
ENG-OAKL-0036,European Oak Multi-Ply 6 Series (2mm) — Essence (Select),Oakel,Oakel,,369919ac-0f0d-4139-bb55-a78f4dd43e6f,oakeng---6-series---collection-c---european-oak-essence---oakeeoess13--abc---182mm-x150xrl---1841sfb,European Oak Multi-Ply 6 Series (2mm),Flooring,Engineered hardwood,Hardwood plywood,European Oak,Essence,Select,,5.91,RL,18,,2,,,,,,,,,,,,,,3.79,4.79,,,,,Oakel single printed price $3.79/sf -- no volume tiers on this sheet.,2026-04-01,Manual,18.41,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Ess.1.3
