id,handle,sku,col4,col5,col6,name,description,product_category,variant_option_one_name,variant_option_one_value,col12,col13,col14,col15,tags,supply_price,retail_price,col19,col20,col21,col22,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Mississauga Outlet,col29,col30,col31
b5e3b47d-5591-469a-8837-623aa57bc913,jlttil---porcelain-utica-snow---bpck36008-----1224---8pcb,TIL-JLTI-BPCK36008,,,,JLTITIL - Essential Collection (Utica Snow) | 12 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: 2X2 Square and Strips,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
69d50929-06d5-472a-99f2-c59fed7b581b,jlttil---porcelain-utica-snow---bpck6008-----2424---4pcb,TIL-JLTI-BPCK6008,,,,JLTITIL - Essential Collection (Utica Snow) | 24 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
4352ba55-fe86-4ee1-abcf-6f924639e389,jlttil---porcelain-royal-dianna-silver---rd36320-----1224---8pcb,TIL-JLTI-RD36320,,,,JLTITIL - Essential Collection (Royal Dianna Silver) | 12 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: N/A,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
1d46e1ab-0e26-43c4-80e3-5580c25660ac,jlttil---porcelain-royal-dianna-silver---rd60320-----2424---4pcb,TIL-JLTI-RD60320,,,,JLTITIL - Essential Collection (Royal Dianna Silver) | 24 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
561771fe-a260-44ce-8e49-8dc85b5ef030,jlttil---essential---porcelain-pure-white---sp36poot-----12-x-24---8pcb---16sfb,TIL-JLTI-SP36P00T,,,,JLTITIL - Essential Collection (Pure White) | 12 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: N/A,FLOORING / TILE,,,,,,,,2.70,4.70,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
16b1cbd5-4f19-46b8-b560-8d15fb495188,jlttil---essential---porcelain-pure-white---spc6poot-----24-x-24---4pcb---16sfb,TIL-JLTI-SP6P00T,,,,JLTITIL - Essential Collection (Pure White) | 24 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.70,4.70,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
76cab8ec-fc91-46ea-bea5-7eb046066a20,jlttil---porcelain-statuario-vienna---bpck36009-----1224---8pcb,TIL-JLTI-BPCK36009,,,,JLTITIL - Essential Collection (Staturio Vienna) | 12 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: 2X2 Square and Strips,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
b8c40ef4-45e0-466d-a492-7b2efc52670b,jlttil---porcelain-statuario-vienna---bpck6009-----2424---4pcb,TIL-JLTI-BPCK6009,,,,JLTITIL - Essential Collection (Staturio Vienna) | 24 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
f204faf6-3bd9-42bc-a99b-e45192d0e0ba,jlttil---porcelain-super-pure-black---lf36808-----1224---8pcb,TIL-JLTI-LF36808,,,,JLTITIL - Essential Collection (Pure Black) | 12 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: N/A,FLOORING / TILE,,,,,,,,3.50,5.50,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
82f21088-cf46-4f11-94ea-d44407b1bf3e,jlttil---porcelain-super-pure-black---lf6808-----2424---4pcb,TIL-JLTI-LF6808,,,,JLTITIL - Essential Collection (Pure Black) | 24 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,3.50,5.50,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
edc39a64-6a22-4833-90ad-999240dc65d7,jlttil---porcelain-wasaga-sands---b360m0633-----1224---8pcb,TIL-JLTI-B360M0633,,,,JLTITIL - Essential Collection (Wasaga Sands) | 12 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: 3"" Hex matte",FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
2531d6ca-d026-49ac-8ef5-5adb97631648,jlttil---porcelain-wasaga-sands---b60m0633-----2424---4pcb,TIL-JLTI-B60M0633,,,,JLTITIL - Essential Collection (Wasaga Sands) | 24 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
faad2eab-cefc-4f36-9f98-04621797865d,jlttil---porcelain-landsdown-grey---bpck36011-----1224---8pcb,TIL-JLTI-BPCK36011,,,,JLTITIL - Essential Collection (Landsdown Grey) | 12 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: N/A,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
3714b952-8b09-4f93-8e2d-4e36ecad67c4,jlttil---porcelain-landsdown-grey---bpck6011-----2424---4pcb,TIL-JLTI-BPCK6011,,,,JLTITIL - Essential Collection (Landsdown Grey) | 24 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
d094992f-1954-48fa-85e1-61eebf4da57c,jlttil---porcelain-timber-snow---bpck6012-----2424---4pcb,TIL-JLTI-BPCK6012,,,,JLTITIL - Essential Collection (Timber Snow) | 24 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
ee164877-1e77-42cd-af00-aa01a421d41b,jlttil---essential---porcelain-bremen-fall---bpck36062-----12-x-24---8pcb---16sfb,TIL-JLTI-BPCK36062,,,,JLTITIL - Essential Collection (Bremen Fall) | 12 x 24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: me colour as 24*48, BPCK1",FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
012a887b-656c-4633-aedd-df93a27d7508,jlttil---essential---porcelain-bremen-fall---bpck6062-----12-x-24---4pcb---16sfb,TIL-JLTI-BPCK6062,,,,JLTITIL - Essential Collection (Bremen Fall) | 24 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
6dce6845-e9e6-4c60-b58f-0c298b291cec,jlttil---essential---porcelain-calacatta-gold---bpck36066-----12-x-24---8pcb---16sfb,TIL-JLTI-BPCK36066,,,,JLTITIL - Essential Collection (Calacatta Gold) | 12 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: N/A,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
6704d79a-c9b5-46c6-8742-b99544284046,jlttil---essential---porcelain-calacatta-gold---bpck6066-----12-x-24---4pcb---16sfb,TIL-JLTI-BPCK6066,,,,JLTITIL - Essential Collection (Calacatta Gold) | 24 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
,JLTITILMI36019,TIL-JLTI-MI36019,,,,JLTITIL - Essential Collection (Miami Gold) | 12 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: N/A,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
,JLTITILMI6019,TIL-JLTI-MI6019,,,,JLTITIL - Essential Collection (Miami Gold) | 24 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
,JLTITILBPCK36082,TIL-JLTI-BPCK36082,,,,JLTITIL - Essential Collection (Onex Grey) | 12 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: N/A,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
,JLTITILBPCK6082,TIL-JLTI-BPCK6082,,,,JLTITIL - Essential Collection (Onex Grey) | 24 x 24 | Polished - 16.00sf/b,Finish type: Polished | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.18,4.18,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
92c3394b-146e-4fd9-a591-d7ea45061a5c,jlttil---essential---porcelain-rockwood-bianco-matt---py3648m-----12-x-24---8pcb---16sfb,TIL-JLTI-PY3648M,,,,JLTITIL - Essential Collection (Rockwood Bianco Matt) | 12 x 24 | Matt - 16.00sf/b,"Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: 2"" Hex",FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
131b650d-ec5a-4ad5-9c76-b87cd0668350,p-jlttil---porcelain-rockwood-bianco-matte--py6648m----2424---4pcb,TIL-JLTI-PY6648M,,,,JLTITIL - Essential Collection (Rockwood Bianco Matt) | 24 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
9e6dfabd-efcd-4bdd-a45d-d7cc4e4b5a25,jlttil---essential---porcelain-wasaga-sand-matt---36m0633h-----12-x-24---8pcb---16sfb,TIL-JLTI-36M0633H,,,,JLTITIL - Essential Collection (Wasaga Sand Matt) | 12 x 24 | Matt - 16.00sf/b,"Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: 3"" Hex",FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
7085adb2-247e-475b-9d83-1c01e2dba538,jlttil---essential---porcelain-wasaga-sand-matt---60m0633h-----12-x-24---4pcb---16sfb,TIL-JLTI-60M0633H,,,,JLTITIL - Essential Collection (Wasaga Sand Matt) | 24 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
64e67269-fa65-4549-84ed-3e4aaa27c34e,jlttil---essential---porcelain-rock-wood-charcoal-matt---by6h3610-----12-x-24---8pcb---16sfb,TIL-JLTI-BY6H3610,,,,JLTITIL - Essential Collection (Rock Wood Charcoal Matt) | 12 x 24 | Matt - 16.00sf/b,"Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: 3"" Hex & 3"" Square",FLOORING / TILE,,,,,,,,3.59,5.59,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
913e4b09-bb35-47c6-930f-07a630a08f19,jlttil---essential---porcelain-rock-wood-charcoal-matt---by6h6010-----12-x-24---4pcb---16sfb,TIL-JLTI-BY6H6010,,,,JLTITIL - Essential Collection (Rock Wood Charcoal Matt) | 24 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,3.59,5.59,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
ba0d639a-0995-4c05-9e6b-609b77894a53,jlttil---porcelain-camelia-silver---te36622r-----1224---8pcb,TIL-JLTI-TE36622R,,,,JLTITIL - Essential Collection (Camelia Sliver) | 12 x 24 | Matt - 16.00sf/b,"Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: 2"" Hex",FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
6eaa67ac-441e-4128-8438-9f720e3d1743,jlttil---porcelain-camelia-silver---te65622r-----2424---4pcb,TIL-JLTI-TE65622R,,,,JLTITIL - Essential Collection (Camelia Sliver) | 24 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
55d03ac9-cd4b-4014-b043-63f0adf28b78,jlttil---porcelain-camelia-gris---te36627r-----1224---8pcb,TIL-JLTI-TE36627R,,,,JLTITIL - Essential Collection (Camelia Gris) | 12 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
db508fde-b0d0-4d61-9d17-fe257d7eaa4a,jlttil---porcelain-camelia-gris---te65627r-----2424---4pcb,TIL-JLTI-TE65627R,,,,JLTITIL - Essential Collection (Camelia Gris) | 24 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
b1c0fe2d-e4bf-45c5-ba9a-044bf2f3decf,jlttil---porcelain-camelia-dark---te36628r-----1224---8pcb,TIL-JLTI-TE36628R,,,,JLTITIL - Essential Collection (Camelia Dark) | 12 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
59f38868-eb17-4bb7-82c3-d85134837d2b,jlttil---porcelain-camelia-dark---te65628r-----2424---4pcb,TIL-JLTI-TE65628R,,,,JLTITIL - Essential Collection (Camelia Dark) | 24 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
209b46b1-e121-441a-9442-2f60ba41cab1,jlttil---porcelain-luxor-silver---lx3638-----1224---8pcb,TIL-JLTI-LX3638,,,,JLTITIL - Essential Collection (Luxor Silver) | 12 x 24 | Matt - 16.00sf/b,"Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: 2"" Hex & 2"" Square",FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
7182cc1a-c11c-4f31-8950-02869cd26942,jlttil---porcelain-luxor-silver---lx6638-----2424---4pcb,TIL-JLTI-LX6638,,,,JLTITIL - Essential Collection (Luxor Silver) | 24 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
4df0d417-dc1a-4116-8488-0d2bdebc2d34,jlttil---porcelain-luxor-grey---lx3639-----1224---8pcb,TIL-JLTI-LX3639,,,,JLTITIL - Essential Collection (Luxor Grey) | 12 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
dfd4619f-3c6d-4443-b2ea-36db524eaad3,jlttil---porcelain-luxor-grey---lx6639-----2424---4pcb,TIL-JLTI-LX6639,,,,JLTITIL - Essential Collection (Luxor Grey) | 24 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
3588d29a-f90a-4479-bc5c-74f0fd683618,jlttil---porcelain-luxor-night---lx3640-----1224---8pcb,TIL-JLTI-LX3640,,,,JLTITIL - Essential Collection (Luxor Night) | 12 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
f2c8a644-edda-4e9f-b720-47b48f39a3e5,jlttil---porcelain-luxor-night---lx6640-----2424---4pcb,TIL-JLTI-LX6640,,,,JLTITIL - Essential Collection (Luxor Night) | 24 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
840cf3eb-2968-4022-89d6-37d6ca3f44d0,jlttil---essential---porcelain-nordic-chalk---nd3641-----12-x-24---8pcb---16sfb,TIL-JLTI-ND3641,,,,JLTITIL - Essential Collection (Nordic Chalk) | 12 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: N/A,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
96ef9f86-4fa8-4bd3-a0c3-f05008407965,jlttil---essential---porcelain-nordic-chalk---nd6041-----24-x-24---4pcb---16sfb,TIL-JLTI-ND6041,,,,JLTITIL - Essential Collection (Nordic Chalk) | 24 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
8cfb7a15-dace-4cfb-9df9-a8c602d257a1,jlttil---essential---porcelain-nordic-grigio---nd3642-----12-x-24---8pcb---16sfb,TIL-JLTI-ND3642,,,,JLTITIL - Essential Collection (Nordic Grigio) | 12 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
581a5b9a-643b-484f-ba62-f9fcedc76966,jlttil---essential---porcelain-nordic-grigio---nd6042-----24-x-24---4pcb---16sfb,TIL-JLTI-ND6042,,,,JLTITIL - Essential Collection (Nordic Grigio) | 24 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
ae694c2f-9389-4ed4-89f1-ea325f363baf,jlttil---essential---porcelain-nordic-charcoal---nd3643-----12-x-24---8pcb---16sfb,TIL-JLTI-ND3643,,,,JLTITIL - Essential Collection (Nordic Charcoal) | 12 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
6948dc44-e69d-43c8-b4b8-20cce34e031e,jlttil---essential---porcelain-nordic-charcoal---nd6043-----24-x-24---4pcb---16sfb,TIL-JLTI-ND6043,,,,JLTITIL - Essential Collection (Nordic Charcoal) | 24 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
332ab198-8c13-4450-aeda-a2a895274660,jlttil---essential---porcelain-emotive-astonished-white-matt---qp8320gmb-360-----12-x-24---8pcb---16sfb,TIL-JLTI-QP8320GMB360,,,,JLTITIL - Essential Collection (Emotive Astonished white Matt) | 12 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: N/A,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
e252e01c-deb6-4e02-a549-22249932e1d1,jlttil---essential---porcelain-emotive-astonished-white-matt---qp8320gmb-660-----24-x-24---4pcb---16sfb,TIL-JLTI-QP8320GMB660,,,,JLTITIL - Essential Collection (Emotive Astonished white Matt) | 24 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
a3031d74-8ad1-417e-98e7-c004a2dd15ab,jlttil---essential---porcelain-dream-white-matt---dm36340m-----12-x-24---8pcb---16sfb,TIL-JLTI-DM36340M,,,,JLTITIL - Essential Collection (Dream White Matt) | 12 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 8 | Salesperson notes: N/A,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
e1730497-a012-4858-8c0a-239d0e6319f3,jlttil---essential---porcelain-dream-white-matt---dm60340m-----24-x-24---4pcb---16sfb,TIL-JLTI-DM60340M,,,,JLTITIL - Essential Collection (Dream White Matt) | 24 x 24 | Matt - 16.00sf/b,Finish type: Matt | Material type: Porcelain | Box size (sf): 16 | Pieces per box: 4,FLOORING / TILE,,,,,,,,2.30,4.30,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,
