supplier,sku,product_name,stage,reason,disposition,detail,action_id,source_row,col_printed,value_used,Action
IMPRESSIVE,LVP-IMPR-37051,IMPRESSIVE Ventura — DUTTON,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-04949881229e,10,,,
IMPRESSIVE,LVP-IMPR-37052,IMPRESSIVE Ventura — FILLMORE,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-680f2a609f4b,11,,,
IMPRESSIVE,LVP-IMPR-37053,IMPRESSIVE Ventura — STENDALE,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-ad88d423b1be,12,,,
IMPRESSIVE,LVP-IMPR-37054,IMPRESSIVE Ventura — CALEDONIA,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-cd83c92b45f2,13,,,
IMPRESSIVE,LVP-IMPR-37055,IMPRESSIVE Ventura — LOWELL,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-63da3990dcdb,14,,,
IMPRESSIVE,LVP-IMPR-37056,IMPRESSIVE Ventura — MONACO,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-a99c8d139ff5,15,,,
IMPRESSIVE,LVP-IMPR-37057,IMPRESSIVE Ventura — CORAL,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: finish 'UV Cured Acrylic'.",cat-22afab42e180,16,,,
IMPRESSIVE,91300,IMPRESSIVE Huron — MISTY MORNING,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-04685abb701c,81,,,
IMPRESSIVE,91301,IMPRESSIVE Huron — JULIETTE,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-46e6d5eff13c,82,,,
IMPRESSIVE,91302,IMPRESSIVE Huron — COBALT,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-6c442771f172,83,,,
IMPRESSIVE,91303,IMPRESSIVE Huron — NOTTINGHAM,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-f88907b2437c,84,,,
IMPRESSIVE,91304,IMPRESSIVE Huron — STIRLING,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-ca5906fc9ad0,85,,,
IMPRESSIVE,91305,IMPRESSIVE Huron — ALEXANDRIA,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-15b17c137001,86,,,
IMPRESSIVE,ENG-IMPR-91306,IMPRESSIVE Huron — NATURAL,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-49576e34b8b4,87,,,
IMPRESSIVE,91200,IMPRESSIVE Tremblant — TERRIAN,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-8391cb606281,88,,,
IMPRESSIVE,91201,IMPRESSIVE Tremblant — ACADIA,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-49aff9a92205,89,,,
IMPRESSIVE,91202,IMPRESSIVE Tremblant — LAVAL,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-a0216106c705,90,,,
IMPRESSIVE,91203,IMPRESSIVE Tremblant — BACCALA,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-f75663bb2c7e,91,,,
IMPRESSIVE,91204,IMPRESSIVE Tremblant — QUINTY,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-67d7edd65057,92,,,
IMPRESSIVE,91205,IMPRESSIVE Tremblant — ELORA,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-fab2780cd384,93,,,
IMPRESSIVE,91206,IMPRESSIVE Tremblant — POLAR,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-70c1a830c999,94,,,
IMPRESSIVE,91207,IMPRESSIVE Tremblant — SAUGEEN,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-1e449f3d398d,95,,,
IMPRESSIVE,ENG-IMPR-91208,IMPRESSIVE Tremblant — NATURAL,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-5719005400a3,96,,,
IMPRESSIVE,ENG-IMPR-91100-4MM,IMPRESSIVE Contempa — MOUNTAINOUS,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-929003e5abd8,97,,,
IMPRESSIVE,ENG-IMPR-91101-4MM,IMPRESSIVE Contempa — VENUS,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-1a0f7bb491bd,98,,,
IMPRESSIVE,ENG-IMPR-91102-4MM,IMPRESSIVE Contempa — HARBOUR,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-7db86a7ade5a,99,,,
IMPRESSIVE,ENG-IMPR-91103-4MM,IMPRESSIVE Contempa — COVE,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-63b5af1bfaaf,100,,,
IMPRESSIVE,ENG-IMPR-91104-4MM,IMPRESSIVE Contempa — HIGHLAND,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-2cfae9186af3,101,,,
IMPRESSIVE,ENG-IMPR-91105-4MM,IMPRESSIVE Contempa — CHATEAU,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-e198317e3a09,102,,,
IMPRESSIVE,ENG-IMPR-91106-4MM,IMPRESSIVE Contempa — SHELBY,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-6b2f2baf6942,103,,,
IMPRESSIVE,ENG-IMPR-91107-4MM,IMPRESSIVE Contempa — GLACE BAY,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-54f1d53dc9c6,104,,,
IMPRESSIVE,ENG-IMPR-91108-4MM,IMPRESSIVE Contempa — DIGBY,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-7824d35bedeb,105,,,
IMPRESSIVE,ENG-IMPR-91109-4MM,IMPRESSIVE Contempa — SHEFFIELD,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-54a23a5d1e00,106,,,
IMPRESSIVE,ENG-IMPR-91110-4MM,IMPRESSIVE Contempa — GLASSGOW,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-a13d0ca8e546,107,,,
IMPRESSIVE,ENG-IMPR-91111-4MM,IMPRESSIVE Contempa — NATURAL,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-801e88acec40,108,,,
IMPRESSIVE,ENG-IMPR-91112-4MM,IMPRESSIVE Contempa — ELGIN,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-32e083f490bc,109,,,
IMPRESSIVE,91100,IMPRESSIVE Contempa — MOUNTAINOUS,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-420a629c0e9f,110,,,
IMPRESSIVE,91101,IMPRESSIVE Contempa — VENUS,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-b2a684ab515c,111,,,
IMPRESSIVE,91102,IMPRESSIVE Contempa — HARBOUR,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-1c154ebd04df,112,,,
IMPRESSIVE,91103,IMPRESSIVE Contempa — COVE,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-20e79592a063,113,,,
IMPRESSIVE,91104,IMPRESSIVE Contempa — HIGHLAND,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-57a7dc0b4f34,114,,,
IMPRESSIVE,91105,IMPRESSIVE Contempa — CHATEAU,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-6c4f1c2f9244,115,,,
IMPRESSIVE,91106,IMPRESSIVE Contempa — SHELBY,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-6d17eefeb784,116,,,
IMPRESSIVE,91107,IMPRESSIVE Contempa — GLACE BAY,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-ac7683b12f7c,117,,,
IMPRESSIVE,91108,IMPRESSIVE Contempa — DIGBY,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-a8251740179b,118,,,
IMPRESSIVE,91109,IMPRESSIVE Contempa — SHEFFIELD,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-78314087c013,119,,,
IMPRESSIVE,91110,IMPRESSIVE Contempa — GLASSGOW,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-44c526140dec,120,,,
IMPRESSIVE,91111,IMPRESSIVE Contempa — NATURAL,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-417d56891b96,121,,,
IMPRESSIVE,91112,IMPRESSIVE Contempa — ELGIN,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-1a27c80712cc,122,,,
IMPRESSIVE,91000,IMPRESSIVE Paramount — TREE BARK,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-e785b610d2ad,123,,,
IMPRESSIVE,91001,IMPRESSIVE Paramount — BUCKEYE,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-3c3bb10bf463,124,,,
IMPRESSIVE,91002,IMPRESSIVE Paramount — ORION,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-75a325c52b64,125,,,
IMPRESSIVE,91003,IMPRESSIVE Paramount — BATTLE CREEK,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-e46d7d037004,126,,,
IMPRESSIVE,91004,IMPRESSIVE Paramount — SADDLE,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-3ff4799c2776,127,,,
IMPRESSIVE,91005,IMPRESSIVE Paramount — ISLAND,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-d0ecf4413563,128,,,
IMPRESSIVE,91006,IMPRESSIVE Paramount — BROOK,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-b587fd65bb85,129,,,
IMPRESSIVE,91007,IMPRESSIVE Paramount — JASPER,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-5f1c0f81c3e9,130,,,
IMPRESSIVE,91008,IMPRESSIVE Paramount — PLATEAU,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-8e5d470ebcff,131,,,
IMPRESSIVE,91009,IMPRESSIVE Paramount — NATURAL,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-303786f9ae75,132,,,
IMPRESSIVE,91010,IMPRESSIVE Paramount — VIKING,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-b4c2f8faac98,133,,,
IMPRESSIVE,ENG-IMPR-4800,IMPRESSIVE Oriental — GLAMOUR,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-35f2a3142176,134,,,
IMPRESSIVE,ENG-IMPR-4801,IMPRESSIVE Oriental — BONOCO,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-7304c902f867,135,,,
IMPRESSIVE,ENG-IMPR-4802,IMPRESSIVE Oriental — BROOK LYNN,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-dee9f577bfda,136,,,
IMPRESSIVE,ENG-IMPR-4803,IMPRESSIVE Oriental — CACTUS,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-11f77442416c,137,,,
IMPRESSIVE,ENG-IMPR-4804,IMPRESSIVE Oriental — ASHBROOK,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-3be26369a3c8,138,,,
IMPRESSIVE,ENG-IMPR-4805,IMPRESSIVE Oriental — STANBROOK,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-c6b9293b79c0,139,,,
IMPRESSIVE,ENG-IMPR-4806,IMPRESSIVE Oriental — LANCASTER,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-5e7f52d1acc9,140,,,
IMPRESSIVE,ENG-IMPR-4807,IMPRESSIVE Oriental — SIDNEY,sync,spec_gap,wrote_flagged,"Sheet wording is not a live Airtable option and was mapped to the base's own value (skill: IMPRESSIVE, Select values). Lossy part kept in Salesperson notes: install 'Nail down / Glue' (glue-down also permitted).",cat-b0f5ad61c23d,141,,,
