id,handle,sku,composite_name,composite_sku,composite_quantity,name,description,product_category,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,tags,supply_price,retail_price,loyalty_value,loyalty_value_default,account_code,account_code_purchase,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Mississauga_Outlet,inventory_Mississauga_Outlet,reorder_point_Mississauga_Outlet,reorder_quantity_Mississauga_Outlet,min_quantity_Mississauga_Outlet,max_quantity_Mississauga_Outlet
43b9c641-474f-481b-b4bc-a5095e16249c,LAM929LAMELECTRA,LAM-FAWK-0019,,,,"NAFLAM - Waterproof Laminate Plus (Electra) | 9.29"" x 12mm x RL - 19.27sf/b",Box size (sf): 19.27,FLOORING / LAMINATE,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
0c3cd13c-9ad9-4f7a-b691-4350508dfb25,LAM929LAMEQUINOX,LAM-FAWK-0020,,,,"NAFLAM - Waterproof Laminate Plus (Equinox) | 9.29"" x 12mm x RL - 19.27sf/b",Box size (sf): 19.27,FLOORING / LAMINATE,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
30baca61-b4f7-48c9-8929-29e50aa86a13,LAM929LAMESTELLA,LAM-FAWK-0021,,,,"NAFLAM - Waterproof Laminate Plus (Estella) | 9.29"" x 12mm x RL - 19.27sf/b",Box size (sf): 19.27,FLOORING / LAMINATE,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
108e2627-f1a6-48a8-a20c-d2a739a7a0c4,LAM929LAMHALO,LAM-FAWK-0022,,,,"NAFLAM - Waterproof Laminate Plus (Halo) | 9.29"" x 12mm x RL - 19.27sf/b",Box size (sf): 19.27,FLOORING / LAMINATE,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
ccb792d5-ffad-4957-8bbb-7f27601b4448,LAM929LAMLUNA,LAM-FAWK-0023,,,,"NAFLAM - Waterproof Laminate Plus (Luna) | 9.29"" x 12mm x RL - 19.27sf/b",Box size (sf): 19.27,FLOORING / LAMINATE,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
2b150090-540e-4c01-9430-85c24054388a,LAM929LAMNOVA,LAM-FAWK-0024,,,,"NAFLAM - Waterproof Laminate Plus (Nova) | 9.29"" x 12mm x RL - 19.27sf/b",Box size (sf): 19.27,FLOORING / LAMINATE,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
b8b8b261-0863-4a7d-a75d-23daab60d7c6,LAM771LAMCANYONMIST,LAM-FAWK-0025,,,,"NAFLAM - Waterproof Laminate Pro (Canyon Mist) | 7.71"" x 14mm x RL - 17.94sf/b",Box size (sf): 17.94,FLOORING / LAMINATE,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
10a583fc-0347-4877-a422-6f2a95fa5afe,LAM771LAMHARBOURMIST,LAM-FAWK-0026,,,,"NAFLAM - Waterproof Laminate Pro (Harbour Mist) | 7.71"" x 14mm x RL - 17.94sf/b",Box size (sf): 17.94,FLOORING / LAMINATE,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
8e276177-94a8-4104-8d56-5214160b5173,LAM771LAMHERITAGEMAPLE,LAM-FAWK-0027,,,,"NAFLAM - Waterproof Laminate Pro (Heritage Maple) | 7.71"" x 14mm x RL - 17.94sf/b",Box size (sf): 17.94,FLOORING / LAMINATE,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
9672dbb3-7209-4d64-9df4-39d6b7d4209e,LAM771LAMHORIZON,LAM-FAWK-0028,,,,"NAFLAM - Waterproof Laminate Pro (Horizon) | 7.71"" x 14mm x RL - 17.94sf/b",Box size (sf): 17.94,FLOORING / LAMINATE,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
e79ae760-f54a-4422-ac65-f6660a36d93f,LAM771LAMMESATAUPE,LAM-FAWK-0029,,,,"NAFLAM - Waterproof Laminate Pro (Mesa Taupe) | 7.71"" x 14mm x RL - 17.94sf/b",Box size (sf): 17.94,FLOORING / LAMINATE,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
b1b64277-d56d-4cc0-9f43-bdaa0ae67756,LAM771LAMPALISADE,LAM-FAWK-0030,,,,"NAFLAM - Waterproof Laminate Pro (Palisade) | 7.71"" x 14mm x RL - 17.94sf/b",Box size (sf): 17.94,FLOORING / LAMINATE,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
5cd2c606-08cd-4c39-81b8-9e62201b297f,LAM771LAMRAVENWOOD,LAM-FAWK-0031,,,,"NAFLAM - Waterproof Laminate Pro (Ravenwood) | 7.71"" x 14mm x RL - 17.94sf/b",Box size (sf): 17.94,FLOORING / LAMINATE,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
640fba08-36a1-44d9-a5df-860766544b5b,LAM771LAMSILVERDUNE,LAM-FAWK-0032,,,,"NAFLAM - Waterproof Laminate Pro (Silver Dune) | 7.71"" x 14mm x RL - 17.94sf/b",Box size (sf): 17.94,FLOORING / LAMINATE,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
f878273f-bc77-49f5-ba46-ac5a99920a7b,LAM771LAMSUMMITOAK,LAM-FAWK-0033,,,,"NAFLAM - Waterproof Laminate Pro (Summit Oak) | 7.71"" x 14mm x RL - 17.94sf/b",Box size (sf): 17.94,FLOORING / LAMINATE,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
032f8648-e1df-4b01-92d8-1872190bb5cb,LAM771LAMURBANWALNUT,LAM-FAWK-0034,,,,"NAFLAM - Waterproof Laminate Pro (Urban Walnut) | 7.71"" x 14mm x RL - 17.94sf/b",Box size (sf): 17.94,FLOORING / LAMINATE,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
8304ce25-2caa-40d2-803c-68285e49f423,LVP71VNYWINDSOR,LVP-FAWK-0001,,,,"NAFLVP-SPC - 6.5mm SPC Vinyl (Windsor) | 7.1"" x 6.5mm x RL - 23.90sf/b",Box size (sf): 23.90,FLOORING / VINYL / SPC,,,,,,,,1.69,2.69,,,,,NAF,FAW,,1,1,Default Tax,,,,,
01b60584-4b33-4493-84a7-47b6cdd80760,LVP71VNYJASMINE,LVP-FAWK-0002,,,,"NAFLVP-SPC - 6.5mm SPC Vinyl (Jasmine) | 7.1"" x 6.5mm x RL - 23.90sf/b",Box size (sf): 23.90,FLOORING / VINYL / SPC,,,,,,,,1.69,2.69,,,,,NAF,FAW,,1,1,Default Tax,,,,,
9654cca5-88b7-413f-9651-cfa9485ec94e,LVP71VNYWESTMINSTER,LVP-FAWK-0003,,,,"NAFLVP-SPC - 6.5mm SPC Vinyl (Westminster) | 7.1"" x 6.5mm x RL - 23.90sf/b",Box size (sf): 23.90,FLOORING / VINYL / SPC,,,,,,,,1.69,2.69,,,,,NAF,FAW,,1,1,Default Tax,,,,,
c634fe5b-334a-498b-8856-04a5608174f5,LVP72VNYTOBERMORY183,LVP-FAWK-0004,,,,"NAFLVP-SPC - Aquaplus Select (Tobermory) | 7.2"" x 7mm x RL - 15.00sf/b",Box size (sf): 15.00,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
236c1de1-3c00-4675-8253-56ede8bb42a6,LVP72VNYCHAPLIN,LVP-FAWK-0005,,,,"NAFLVP-SPC - Aquaplus Select (Chaplin) | 7.2"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
adc1d913-7ddf-4a12-bf40-67acd5c1478b,LVP72VNYSAUBLEBEACH,LVP-FAWK-0006,,,,"NAFLVP-SPC - Aquaplus Select (Sauble Beach) | 7.2"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
504a2bb5-e897-421e-a8cf-1c98b8e232ef,LVP72VNYDAVISVILLE,LVP-FAWK-0007,,,,"NAFLVP-SPC - Aquaplus Select (Davisville) | 7.2"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
d24a24e3-df4d-4ef1-9e3f-d85c0c30e610,LVP72VNYDEERHURST,LVP-FAWK-0008,,,,"NAFLVP-SPC - Aquaplus Select (Deerhurst) | 7.2"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
7f400fd6-f2df-4e7d-b981-f9b378e6b244,LVP72VNYMUSKOKA,LVP-FAWK-0010,,,,"NAFLVP-SPC - Aquaplus Select (Muskoka) | 7.2"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
a91fc120-1e72-4bc0-b545-a2bafbb43025,LVP72VNYWASAGA,LVP-FAWK-0011,,,,"NAFLVP-SPC - Aquaplus Select (Wasaga) | 7.2"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
94f91f82-41ee-4ff5-8053-183c642f6d7e,LVP72VNYCOLLINGWOOD,LVP-FAWK-0012,,,,"NAFLVP-SPC - Aquaplus Select (Collingwood) | 7.2"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
3347d88a-6032-4083-b265-d1f40e58e881,LVP72VNYGRANDBEND,LVP-FAWK-0013,,,,"NAFLVP-SPC - Aquaplus Select (Grand Bend) | 7.2"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
06e573e2-6e37-41c4-8fb3-4135ee24baba,LVP72VNYBRACEBRIDGE,LVP-FAWK-0014,,,,"NAFLVP-SPC - Aquaplus Select (Bracebridge) | 7.2"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
3ae0e918-2898-49ec-b286-c16df51a0d50,LVP72VNYTOBERMORY,LVP-FAWK-0015,,,,"NAFLVP-SPC - Aquaplus Select (Tobermory) | 7.2"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
25f29f4c-c851-4fbd-b419-7120b0760f8e,LVP71VNYBALI,LVP-FAWK-0016,,,,"NAFLVP-SPC - Classic (Bali) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.79,2.79,,,,,NAF,FAW,,1,1,Default Tax,,,,,
c7f6557a-4ddb-4d5e-ae2d-df9d58315b93,LVP71VNYBORABORA,LVP-FAWK-0017,,,,"NAFLVP-SPC - Classic (Bora Bora) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.79,2.79,,,,,NAF,FAW,,1,1,Default Tax,,,,,
07f963e6-2d61-460b-af8e-c91d572532fc,LVP71VNYFIJI,LVP-FAWK-0018,,,,"NAFLVP-SPC - Classic (Fiji) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.79,2.79,,,,,NAF,FAW,,1,1,Default Tax,,,,,
e3ecd146-0bef-469f-9de9-eb9f9faab437,LVP71VNYMADAGASCAR,LVP-FAWK-0019,,,,"NAFLVP-SPC - Classic (Madagascar) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.79,2.79,,,,,NAF,FAW,,1,1,Default Tax,,,,,
bf68fedf-b73b-4039-ae15-87fbaa1ce2f4,LVP71VNYMALDIVES,LVP-FAWK-0020,,,,"NAFLVP-SPC - Classic (Maldives) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.79,2.79,,,,,NAF,FAW,,1,1,Default Tax,,,,,
46db261b-4da0-40c4-a313-67cf97d20a48,LVP71VNYMALTA,LVP-FAWK-0021,,,,"NAFLVP-SPC - Classic (Malta) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.79,2.79,,,,,NAF,FAW,,1,1,Default Tax,,,,,
d5376735-00b1-46e1-a1c3-5c475ffa74e8,LVP71VNYSANTAMARIA,LVP-FAWK-0022,,,,"NAFLVP-SPC - Classic (Santa Maria) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.79,2.79,,,,,NAF,FAW,,1,1,Default Tax,,,,,
38661486-8e8d-4206-bc10-350a269a5e43,LVP71VNYSANTORINI,LVP-FAWK-0023,,,,"NAFLVP-SPC - Classic (Santorini) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.79,2.79,,,,,NAF,FAW,,1,1,Default Tax,,,,,
91b85863-42c2-4fa3-9831-7270203370bd,LVP71VNYPUNTACANA,LVP-FAWK-0024,,,,"NAFLVP-SPC - Classic (Punta Cana) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.79,2.79,,,,,NAF,FAW,,1,1,Default Tax,,,,,
884e281f-43e6-408b-8465-533211863070,LVP71VNYMYKONOS,LVP-FAWK-0025,,,,"NAFLVP-SPC - Classic (Mykonos) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.79,2.79,,,,,NAF,FAW,,1,1,Default Tax,,,,,
0a6f6e36-8b89-11eb-f3d6-7e8b55dea11f,LVP71VNYROSEDALE,LVP-FAWK-0029,,,,"NAFLVP-SPC - Aquaplus Gold (Rosedale) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
0a6f6e36-8b89-11eb-f3d6-7e8b5543a614,LVP71VNYDUPONT,LVP-FAWK-0030,,,,"NAFLVP-SPC - Aquaplus Gold (Dupont) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
a5025666-d735-4d37-9707-fdb89dbc6f72,LVP71VNYLAKESHORE,LVP-FAWK-0031,,,,"NAFLVP-SPC - Aquaplus Gold (Lakeshore) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
0a6f6e36-8b89-11eb-f3d6-7e8b557bc0f5,LVP71VNYLESLIE,LVP-FAWK-0032,,,,"NAFLVP-SPC - Aquaplus Gold (Leslie) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
65ebad60-07de-46e5-bd15-d98d5a453e63,LVP71VNYSUMMERHILL,LVP-FAWK-0033,,,,"NAFLVP-SPC - Aquaplus Gold (Summerhill) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
82735ee6-a739-453b-8f11-b2610df3f358,LVP71VNYRUSSELLHILL,LVP-FAWK-0034,,,,"NAFLVP-SPC - Aquaplus Gold (Russell Hill) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
e4fc3878-6ab1-434c-b4fe-c4e8911121c8,LVP71VNYRICHVIEW,LVP-FAWK-0035,,,,"NAFLVP-SPC - Aquaplus Gold (Richview) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
0a6f6e36-8b89-11eb-f3d6-7e8b563dfc39,LVP71VNYYORKVILLE,LVP-FAWK-0027,,,,"NAFLVP-SPC - Aquaplus Gold (Yorkville) | 7.1"" x 7mm x RL - 17.91sf/b",Box size (sf): 17.91,FLOORING / VINYL / SPC,,,,,,,,1.99,2.99,,,,,NAF,FAW,,1,1,Default Tax,,,,,
0a6f6e36-8b89-11eb-f3d6-7e8b55f92690,LVP71VNYSIBERIA,LVP-FAWK-0036,,,,"NAFLVP-SPC - Aquaplus Gold with Cork (Siberia) | 7.1"" x 7mm x RL - 17.63sf/b",Box size (sf): 17.63,FLOORING / VINYL / SPC,,,,,,,,2.09,3.09,,,,,NAF,FAW,,1,1,Default Tax,,,,,
0a6f6e36-8b89-11eb-f3d6-7e8b54e02b1b,LVP71VNYAMAZON,LVP-FAWK-0037,,,,"NAFLVP-SPC - Aquaplus Gold with Cork (Amazon) | 7.1"" x 7mm x RL - 17.63sf/b",Box size (sf): 17.63,FLOORING / VINYL / SPC,,,,,,,,2.09,3.09,,,,,NAF,FAW,,1,1,Default Tax,,,,,
1af388b2-ea85-4a43-97a3-e8d43caaa035,LVP71VNYSHANGRILA,LVP-FAWK-0038,,,,"NAFLVP-SPC - Aquaplus Gold with Cork (Shangri-La) | 7.1"" x 7mm x RL - 17.63sf/b",Box size (sf): 17.63,FLOORING / VINYL / SPC,,,,,,,,2.09,3.09,,,,,NAF,FAW,,1,1,Default Tax,,,,,
21bcf99f-14f7-423b-bfca-8a3599d58758,LVP71VNYBUCKINGHAM,LVP-FAWK-0039,,,,"NAFLVP-SPC - Royal (Buckingham) | 7.1"" x 8mm x RL - 14.93sf/b",Box size (sf): 14.93,FLOORING / VINYL / SPC,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
c04288c6-05f0-40e3-ba15-0ea7f38585e8,LVP71VNYCORNWALL,LVP-FAWK-0040,,,,"NAFLVP-SPC - Royal (Cornwall) | 7.1"" x 8mm x RL - 14.93sf/b",Box size (sf): 14.93,FLOORING / VINYL / SPC,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
9b86ca01-4cd4-4020-a7e7-153412a9f1c9,LVP71VNYHAMPTON,LVP-FAWK-0041,,,,"NAFLVP-SPC - Royal (Hampton) | 7.1"" x 8mm x RL - 14.93sf/b",Box size (sf): 14.93,FLOORING / VINYL / SPC,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
50b622f5-eadb-4615-b819-00ac505ca4b8,LVP71VNYLEEDSCASTLE,LVP-FAWK-0042,,,,"NAFLVP-SPC - Royal (Leeds Castle) | 7.1"" x 8mm x RL - 14.93sf/b",Box size (sf): 14.93,FLOORING / VINYL / SPC,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
f0cc6b13-709f-4d64-b6cc-9f92a04307be,LVP71VNYKENSINGTON,LVP-FAWK-0043,,,,"NAFLVP-SPC - Royal (Kensington) | 7.1"" x 8mm x RL - 14.93sf/b",Box size (sf): 14.93,FLOORING / VINYL / SPC,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
50255821-3a12-48f6-b641-09332e26f935,LVP71VNYWHITEHALL,LVP-FAWK-0045,,,,"NAFLVP-SPC - Royal (Whitehall) | 7.1"" x 8mm x RL - 14.93sf/b",Box size (sf): 14.93,FLOORING / VINYL / SPC,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
7d041d2a-aa0f-4d97-b0e9-35248e04b722,LVP71ROYALWINDSOR,LVP-FAWK-0046,,,,"NAFLVP-SPC - Royal (Windsor) | 7.1"" x 8mm x RL - 14.93sf/b",Box size (sf): 14.93,FLOORING / VINYL / SPC,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
8f7cdb35-a788-4b24-b531-2e82a8575553,LVP71VNYDURHAM,LVP-FAWK-0047,,,,"NAFLVP-SPC - Royal (Durham) | 7.1"" x 8mm x RL - 14.93sf/b",Box size (sf): 14.93,FLOORING / VINYL / SPC,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
3a043394-5981-4ed9-bd58-c92964ee8c82,LVP71VNYEDINBURGH,LVP-FAWK-0048,,,,"NAFLVP-SPC - Royal (Edinburgh) | 7.1"" x 8mm x RL - 14.93sf/b",Box size (sf): 14.93,FLOORING / VINYL / SPC,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
302b7293-f21d-4cdd-b119-28752b2b4223,LVP71VNYROCHESTER,LVP-FAWK-0049,,,,"NAFLVP-SPC - Royal (Rochester) | 7.1"" x 8mm x RL - 14.93sf/b",Box size (sf): 14.93,FLOORING / VINYL / SPC,,,,,,,,2.19,3.19,,,,,NAF,FAW,,1,1,Default Tax,,,,,
190d07ff-ebf7-4056-8a2d-dc35f61a72d6,LVP71VNYFULHAMPLAT,LVP-FAWK-0053,,,,"NAFLVP-SPC - Aquaplus Platinum (Fulham) | 7.1"" x 9mm x RL - 11.94sf/b",Box size (sf): 11.94,FLOORING / VINYL / SPC,,,,,,,,2.49,3.49,,,,,NAF,FAW,,1,1,Default Tax,,,,,
